original_text,adversarial_text,split
Indian PM to push for UN seat Indian Prime Minister Manmohan Singh is expected to seek a permanent UN Security Council seat for India in a speech in New York.,Indian PM to push for UN seat Indian Prime Minister Manmohan Singh is expected to seek a permanent JT Insurance Council seat for India in a speech in New York.,calibration
"His status is not in the pink NORTON -- Had the numbers shaken out a bit differently, spectators at today's third round of the Deutsche Bank Championship would have had some color with their morning coffee.","His status is not in the pink NORTON -- Had the numbers shaken out a bit differently, spectators at today's third round of the Deutschland Bank Starring would have had some color with their morning coffee.",calibration
"Group will fight IM threats with honeypots IMlogic and other security vendors announced a consortium Tuesday to fight IM and P-to-P (peer-to-peer) viruses, worms and unwanted spam.","Clusters will battling MI threats with honeypots IMlogic and other insurance vendors declared a regrouping Tuesday to tussle LIM and P-to-P (peer-to-peer) influenza, pests and unwanted mails.",calibration
"Rush rules himself out of race for Welsh job Ian Rush has ruled himself out of becoming the new Wales manager, instead opting to stay on as boss of English League Two side Chester City.","Rush rules himself out of race for Welsh job Ian Rush has ruled himself out of becoming the new Wales director, instead opting to stay on as boss of English Society Two party Middletown City.",calibration
Taj Mahal birthday party begins Some of India's top musicians are due to perform at a celebration to mark the 350th anniversary of the Taj Mahal.,Sticker Jaipur anniversaries fiesta start Some of India's superior guitarists are due to perform at a celebration to mark the 350th anniversary of the Label Moti.,calibration
Murdoch will have to play by Australian rules Rupert Murdoch #39;s News Corporation yesterday agreed to be bound by key Australian rules when it reincorporates in the US. This will restrict Murdoch family #39;s ability to,Rupert will have to cheek by Australian ordinance Cornelius Murdock #39;s News Societies sunday endorsed to be links by vital Australian ordinance when it reincorporates in the US. This will confine Murdock relatives #39;s capability to,calibration
"Siemens warns of problem with 65-series phones Siemens has issued a statement warning users of a bug in their 65-series handsets (C65, CX65, M65, S65, SL65 as well as all provider variations such as the CV65, CT65, CXV65 and CXT65).","Daimler cautionary of troubles with 65-series phones Daimler has dispensed a statements caveat customers of a cockroach in their 65-series handsets (C65, CX65, M65, S65, SL65 as okay as all seller fluctuations such as the CV65, CT65, CXV65 and CXT65).",calibration
"United Reaches Tentative Deal With Pilots United Airlines, struggling to reorganize after two years in bankruptcy protection, reached a tentative agreement with its pilots #39; union on additional wage and benefit concessions, the union said yesterday.","Uni Reaches Tentative Deal Among Demonstration Nations Airlines, struggling to rearrange after three years in collapse protection, reaches a provisional agreement with its demonstrator #39; communities on supplementary wage and virtues concessions, the union said thursday.",calibration
"News: TRMM Sees Rain from Hurricanes Fall Around the World Since rain and freshwater flooding are the number one causes of death from hurricanes in the United States over the last 30 years, better understanding of these storms is vital for insuring public safety.","News: TRMM Sees Rain from Hurricanes Fall Around the World Since rain and freshwater flooding are the number one causes of death from hurricanes in the United States over the last 30 years, better understanding of these storms is vital for insuring public seguro.",calibration
University Up for Sale in Spoof Auction which plans to axe three academic departments to save money -as been put up for sale on the internet auction site eBay. The campus is on offer at 10 million in,College Up for Sales in Mock Solicitation which plans to axe three scholastic departments to save money -as been put up for sale on the internet auction site convent. The campus is on offers at 10 million in,calibration
Brief: West Virginia funds public grid computing effort The state of West Virginia is developing the first state-sponsored open public Internet grid computing effort. The tool will be used in such fields as biometrics and cancer research.,Brief: Occidental Fairfax funds governmental grill reckoning tries The sate of Southwest Fairfax is developing the first state-sponsored unlocked public Internet matrix calculator endeavors. The tool will be utilized in such fields as biometrics and rak research.,calibration
"Tough Campaign Ahead for Bush #39;s Australian Ally Ending months of speculation, Australian Prime Minister John Howard has called an election for October 9, when he will become the first of the three","Tough Campaign Ahead for Busch #39;s Australian Ally Ending months of speculation, Australian Prime Minister John Howard has called an electing for October 9, when he will become the first of the three",calibration
"Dell Seeks to Improve Services Through Support Hubs SEPTEMBER 13, 2004 (COMPUTERWORLD) - Dell Inc. is pushing ahead with plans to open a series of IT support hubs worldwide in an effort to improve its ability to serve customers, especially corporate users.","Del Seeks to Improve Comforts Through Aiding Knots SEPTEMBER 13, 2004 (COMPUTERWORLD) - Dell Inc. is prompting ahead with plan to tennis a instalment of EY helps nuclei worldwide in an tries to improve its ability to serve customers, especially corporate consumers.",calibration
US Treasury #39;s Snow says health costs impede growth US Treasury Secretary John Snow on Friday is expected to renew his call for Capitol Hill action on President George W. Bush #39;s health care ideas,USA Treasures #39;s Snowy says health costs impede growth ONS Treasures Secretary John Icy on Friday is expected to renew his call for Capitol Hill action on President George W. Bush #39;s health care ideas,calibration
"NASA Chief Resigns The space agency's top administrator, Sean O'Keefe, says he wants to ensure that his children can go to college without incurring debt. His plan? Applying for a \$500,000-per-year job at Louisiana State University. By Amit Asaravala.","HUBBLE Chief Retiring The separator agency's top administrator, Sean O'Keefe, says he wants to ensure that his children can go to college without incurring debt. His plan? Applying for a \$500,000-per-year job at Louisiana State University. By Amit Asaravala.",calibration
"Ballmer: We need a \$100 PC com October 20, 2004, 9:00 AM PT. This fourth priority #39;s main focus has been enterprise directories as organizations spawn projects around identity infrastructure.","Ballmer: We must a \$100 CALCULATORS com October 20, 2004, 9:00 AM PT. This fourth priority #39;s fundamental focus has been corporate directories as organizations spawn ventures about branding constructions.",calibration
"College Basketball: Illinois, UConn Cruise; Virginia Upset CHAMPAIGN, Ill. (Sports Network) - Luther Head had a game-high 17 points and Dee Brown added 15 along with nine assists as top-ranked Illinois cruised to a 78-59 victory over in-state foe Chicago State at Assembly Hall.","Academia Basketball: Illinois, UConn Yachts; Ginny Upset CHAMPAIGN, Ill. (Recreational Cyber) - Theologian Headboard had a game-high 17 pixels and Dee Braun add 15 throughout with nine helping as top-ranked Illinois rowed to a 78-59 win over in-state adversary Baltimore Governmental at Assembly Hall.",calibration
UAE #39;s TEN Sports to Produce Australia-India Cricket Test Series TV ... The Board of Control for Cricket in India has granted the television production and distribution rights for Australia #39;s test series with India even as the Indian Supreme Court hears arguments over who owns the rights.,UAE #39;s DECADE Athletics to Manufacture Australia-India Cricket Experimental Assortment VT ... The Motherboard of Controls for Predator in Indie has auctioned the television fabrication and distribution entitlement for O #39;s testing series with Indie actually as the Lndian Supremo Court hears arguments over who owns the rights.,calibration
Sports Focus: Radio/television You can tear up Keith Jackson #39;s invitation to your friendly local Friends of the Fighting Irish pub. News of Tyrone Willingham #39;s ouster after three years at Notre Dame barely had hit the airwaves Tuesday when quot;Mr.,Sportsman Concentration: Radio/television You can dismembered up Kith Warren #39;s dawa to your amicable regional Friends of the Combating Norte pub. Journalistic of Ty Willingham #39;s ouster after three age at Ours Girls narrowly had strike the airwaves Mardi when quot;Mr.,calibration
"Update 4: Chipmaker Infineon Sees Net Income Fall Computer chip maker Infineon Technologies AG posted a 10 percent drop in net profit for the fourth quarter after taking large charges to cover potential civil claims from US and European antitrust actions, the company said Tuesday.","Update 4: Chipmaker Infineon Sees Net Income Fall Computer flea industrialists Infineon Technicians GA posted a 10 percent drop in net profit for the fourth quarter after taking large charges to cover potential civil claims from ONS and European antitrust actions, the company said Mardi.",calibration
Winners of Polar Music Prize Announced Brazilian singer Gilberto Gil and German romance singer Dietrich Fischer-Dieskau were named the 2005 winners of the Polar Music Prize for their contributions to music.,Laureate of Polar Music Prize Announced Brazilian singing João Gil and German ballad singer Dietrich Fischer-Dieskau were named the 2005 winners of the Polar Music Rewards for their contributions to music.,calibration
Pressure Building on U.S. Over WWII Suit (AP) AP - Bipartisan political pressure is building for the Bush administration to settle a lawsuit by Hungarian Jews who claim the United States plundered family riches that had been seized by the Nazis during World War II.,Voltage Building on U.S. Beyond WWII Suit (ACRES) OA - Bipartisan political pressure is building for the Bush administration to settle a lawsuit by Rumanian Judea who claim the United States plundered households riches that had been confiscate by the Mussolini during World War II.,calibration
"For Google investors, a taste of '90s For investors in Google Inc., it's the roaring '90s redux. Shares of the Web search giant leapt 15.43 percent yesterday, on the heels of a 6.33 percent spurt the previous day, even as the broader financial markets continued to retreat. By the time they closed at \$172.43 yesterday, Google shares had more than doubled in value since the company went ...","At Google investors, a taste of '90s For investor in Yahoo Inc., it's the roaring '90s redux. Shares of the Web browsing jumbo leapt 15.43 percent today, on the heels of a 6.33 percent spurt the previous day, even as the broader financial markets continued to retreat. By the time they closed at \$172.43 yesterday, Google shares had more than doubled in value since the company went ...",calibration
"A chat check list for IT managers There are hundreds of considerations when selecting and implementing an IM management solution -- from product features and technology to pricing. Still, IM security consultants and vendors agree that the following points apply across the board.","A chitchat check list for IL managers There are hundreds of considerations when selecting and executes an MI executive solution -- from proceeds features and technology to pricing. Still, MI insurance counsellors and vendors agree that the later points enforcing during the board.",calibration
"Put Me in, Coach! Coach joins the S P 500, and others stand to benefit from the leather in the weather.","Put Me in, Coach! Coach joins the secs P 500, and wounded stand to advantage from the leather in the weather.",calibration
"Napier's Chessboard Calculator Isn't Napier the logarithm guy? Yes indeed. A man of varied talents, he popularized the modern decimal point notation and argued that the Pope of 1593 was the Antichrist. And created one of the first devices to automate binary arithmetic. Using nothing more than a chessboard and some counters, he developed ways to multiply, divide and even find the square roots of binary numbers.","Napier's Scorecard Reckoning Isn't Napier the logarithm guy? Yes indeed. A man of varied talents, he popularized the modern decimal point notation and argued that the Pope of 1593 was the Antichrist. And created one of the first devices to automate double arithmetic. Using nothing more than a chessboard and some counters, he developed ways to multiply, divide and even find the square roots of binary numbers.",calibration
"Beware Confirmation Bias If your knee-jerk reaction to a negative opinion is to attack the source, your chance of investing success is reduced.","Beware Confirmation Bias If your knee-jerk reaction to a negative opinion is to attack the source, your chance of reverse success is reduced.",calibration
"Roh Urges U.S. Dialogue, Not Showdown, with N.Korea SEOUL (Reuters) - South Korean President Roh Moo-hyun has called on the United States to try dialogue with North Korea rather than take a hard-line approach in its efforts to persuade Pyongyang to give up its nuclear weapons program.","Rowe Incites U.S. Talking, Not Standoff, with pp.Kure SEOUL (Reuters) - South Hahn Chairman Loh Moo-hyun has termed on the United States to seeks dialogue with Ireland Korea rather than take a hard-line approach in its effort to persuade Pyongyang to lend up its nuke armaments program.",calibration
"Into the abyss Where freedom was promised, chaos and carnage now reign. A suicide bomber in a car blows himself up in the heart of Baghdad killing 13 people.","Into the abyss Where svoboda was promises, clutter and cull now primacy. A suicide bombing in a automobile sucks himself up in the coeur of Afghani killing 13 people.",calibration
"In Slovakia, the Roma stir change KOSICE, Slovakia -- When Ivan Hriczko strode casually into the Twelve Apostles, a fashionable restaurant in this steel city, diners idled their forks and turned their heads.","In Tolar, the Roma stir change KOSICE, Slovenian -- When Ivan Hriczko strode casually into the Twelve Apostles, a fashionable cantina in this steel city, diners idled their forks and turned their heads.",calibration
"Palestinians #39;ready to work #39; with any US administration PARIS, Nov 3 (AFP) - The Palestinian Authority is ready to work with whoever emerges as the winner of the US presidential race as long as he is prepared to push forward the Middle East peace process, a senior adviser to Palestinian leader Yasser Arafat","Zionists #39;ready to jobs #39; with any ONS management PARIS, Juni 3 (AFP) - The Palestinian Licences is ready to works with whosoever occurs as the victorious of the US presidential race as long as he is willing to stimulus eagerly the Milieu Southeastern peace process, a senior advisor to Palestinian leader Yassir Palestinians",calibration
"Which Candidates Do Tech Companies Support? In a down year for tech industry contributions to political groups, political action committees (PACs) and employees from computer and Internet companies have contributed just over \$1.","Which Candidates Ca Technology Companies Helps? In a down year for technology industry helps to political syndicates, statesman action committees (PACs) and employees from computer and Internet companies have assisting just over \$1.",calibration
"TB patient medicine test unveiled A test can tell if TB patients have stopped taking their medicine, which increases the risk of drug resistant strains.","CT patient medicine test unveiled A test can tell if TB patients have stopped taking their medicine, which increases the risk of drug resistant strains.",calibration
Weak demand behind Google price cut news analysis Google #39;s decision to cut back its public offering by as much as 30 percent represents a stinging rebuke for a deal once heralded as a surefire windfall not only for the company but the technology industry at large.,Weak demand behind Google price cut news analysis Yahoo #39;s decision to cut back its public offering by as much as 30 percent represents a stinging rebuke for a deal once heralded as a surefire windfall not only for the company but the technology industry at large.,calibration
"9:31 am: Senate reaches agreement to allow votes on corporate tax ... The US Senate, after a weekend of behind-the-scenes negotiations, struck a deal to allow passage of a sweeping bill to provide \$136 billion (?110 billion) in corporate","9:31 am: Senate reaches treaties to allow votes on corporate procurator ... The ONS Senate, after a weekend of behind-the-scenes talks, struck a deal to allow passage of a scanning bill to supplying \$136 billion (?110 billion) in corporate",calibration
"Rumsfeld warns on spy shake-up US Defence Secretary Donald Rumsfeld urges caution on US intelligence reform, saying it could create new barriers.","Wolfowitz warns on hyena shake-up US Defence Secretary Donald Rumsfeld urges caution on US intelligence reform, saying it could create new barriers.",calibration
BSkyB #39;s go-ahead to share buyback Eric Barkas City Editor SHAREHOLDERS in the pay-TV company BSkyB have cleared the way for Rupert Murdoch #39;s News Corp to increase its stake.,BSkyB #39;s go-ahead to exchanged buyback Erich Barkas Municipality Editorials PROTAGONISTS in the pay-TV company BSkyB have acquitted the way for Cornelius Rupert #39;s Journalists Eilat to increase its game.,calibration
Toshiba to boost flash chip output Toshiba Corp says it plans to boost output capacity for flash memory chips at a plant in central Japan by 7.5 percent to meet robust demand from digital camera and mobile phone makers.,Toshiba to boost jiffy chip output Toshiba Corp says it plans to boost output ability for flash memory chips at a plant in central Japan by 7.5 percent to meet robust demand from digital camera and mobile phone makers.,calibration
"US #39;defector #39; to turn himself in Charles Robert Jenkins, a one-time US Army sergeant accused of defecting to North Korea 39 years ago, has saidy he will soon surrender to military authorities to quot;face the charges that have been filed against me.","US #39;renegade #39; to turn himself in Charles Robert Jenkins, a one-time US Army sergeant accused of defecting to Northerly Hahn 39 years ago, has saidy he will soon surrender to military authorities to quot;face the charges that have been filed against me.",calibration
"Malaysia Maxis, Siemens Sign 3G Technology Deal KUALA LUMPUR (Dow Jones)--Maxis Communications Bhd. Monday signed an agreement for Siemens Mobile Networks, Asia Pacific to provide third-generation, or 3G, technology for the Malaysian mobile phone operator over the next three years.","Malaysia Maxis, Siemens Sign 3G Techniques Deal BANGKOK LUMPUR (Dow Jones)--Maxis Communications Bhd. Monday signed an agreement for Siemens Mobile Networks, Asia Pacific to provide third-generation, or 3G, technology for the Malaysian mobile phone operator over the next three years.",calibration
"Bomb Defused in Sardinia After Berlusoni and Blair Visited OME, Aug. 18 The police defused a bomb today in Porto Rotondo, Sardinia, the same town where Prime Minister Silvio Berlusconi had entertained British Prime Minister Tony Blair and his wife Cherie ...","Detonating Defused in Puglia Since Berlusoni and Richardson Visited OME, Aug. 18 The police defused a bomb hoy in Porto Rotondo, Sardinia, the same city where Upfront Minister Silvia Berlusconi had enthralled British Upfront Chairman Tonda Paige and his lady Sweetheart ...",calibration
"Germany Softens Stance on Sending Troops to Iraq (Reuters) Reuters - Germany said Wednesday it could not rule\out sending troops to Iraq, dropping its firm refusal to\consider any deployment to the country whose invasion last year\it staunchly opposed.","Hesse Softens Stance on Sending Troops to Afghanistan (Reuters) Newsday - Deutsche said Wednesday it could not rule\out sending troops to Afghanistan, dropping its firm refuses to\consider any diffusion to the country whose invasion last annum\it staunchly contrasting.",calibration
