original_text,adversarial_text,split
"Moscow: Space Station Has Lots of Oxygen The crew of the International Space Station is not in danger of running out of oxygen, Russian controllers said Friday. Gennady Padalka and Michael Fincke are breathing oxygen from reserves aboard the station, Itar-Tass reported.","Moscow: Separator Station Has Parcel of Oxygen The seaman of the Universal Spatial Station is not in danger of execution out of oxygen, Russian auditor said Sunday. Gennady Padalka and Mikhail Fincke are breathing warmed from booking aboard the stand, Itar-Tass reported.",calibration
"Annan Names New Chief of Staff, Reform Push Seen UNITED NATIONS (Reuters) - U.N. Secretary-General Kofi Annan on Monday chose the head of a high-profile U.N. agency as his new chief of staff to help institute reforms and combat allegations of scandals.","Others Designation Novel Principals of Workforce, Reforming Pulse Visualized UNITED STATES (Reuters) - U.N. Secretary-General Anan Otherwise on Monday chose the head of a high-profile U.N. agency as his novo chief of workforce to help institute reforms and combat grievance of scandals.",calibration
"Americans to Attend Trade Talks in Cuba (AP) AP - Two years ago in December, fewer than 30 U.S. business representatives came to Havana to sign agreements with Cuban officials to export food to the Caribbean island. This week, Cuba expects more than 340 people #151; primarily producers of American farm goods #151; to attend the latest round of talks, in which communist officials hope to sign deals worth about #36;100 million.","American to Attend Trade Talks in Cuba (HAD) OA - Two years ago in December, fewer than 30 U.S. business representatives came to Havana to sign agreements with Cuban officials to export eating to the Caribbean island. This week, Cuba expects more than 340 people #151; primarily producers of American farm goods #151; to attend the latest round of talks, in which communist officials hope to sign deals worth about #36;100 trillion.",calibration
"Lukas, Baffert, Frankel, Bailey must mean it #39;s Breeders #39; Cup If D. Wayne Lukas, Bob Baffert, Bobby Frankel, Jerry Bailey and Pat Day are at the same track on the same day, it must be the Breeders #39; Cup.","Lucas, Preakness, Frankel, Baily owe averaging it #39;s Ranches #39; Cup Although D. Barker Luke, Bob Baffert, Bobbie Frankel, Jerry Baily and Too Dated are at the same trail on the same dated, it must be the Producers #39; Cup.",calibration
"El Guerrouj hits gold again Hicham El Guerrouj shocks world record holder Kenenisa Bekele to win the 5,000m.","El Guerrouj jolts gold again Hicham El Guerrouj shocks world record holder Kenenisa Bekele to win the 5,000m.",calibration
Murdoch Offers Record Amount for Triplex Description: News mogul Rupert Murdoch pays a record-setting \$44 million for a three-story Fifth Avenue penthouse in Manhattan formerly inhabited by the late Laurance Rockefeller.,Murdoch Furnishes Recording Volume for Triplex Outline: Journalists mogul Rupert Murdock wages a record-setting \$44 million for a three-story Fifth Avenue deluxe in Manhattan previously lived by the overdue Laurance Carnegie.,calibration
Whole Foods' Healthy Outlook The natural foods chain is predicting double-digit sales growth until 2010.,Ensemble Foods' Healthy Foresight The natural foods chaining is predicting double-digit sales growth until 2010.,calibration
"Texas Tech Gives Nebraska Worst Loss Ever (AP) AP - Texas Tech handed Nebraska its worst lost in the Cornhuskers' storied 114-year history, with Sonny Cumbie throwing for 436 yards and five touchdowns in the Red Raiders' 70-10 victory Saturday night.","Texas Tech Gives Nebraska Worst Loss Ever (AP) OA - Abilene Technologies handed Lowa its worst lost in the Cornhuskers' storied 114-year history, with Sonny Cumbie throwing for 436 yards and five touchdowns in the Red Raiders' 70-10 victory Thursdays night.",calibration
S.E.C. Warns American Exchange Officials of Civil Charges The top three executives of the American Stock Exchange may face civil charges for failing to properly enforce the exchange's rules.,S.E.C. Warns American Exchange Officials of Civics Costs The top four executives of the Latin Arsenals Exchange might facial civil accusations for defect to satisfactorily enforce the exchange's rules.,calibration
"Phish farewell attracts thousands ""Jam band"" Phish play their last gigs together at a special festival in the US which has attracted thousands of fans.","Phish farewell attracts thousands ""Jam band"" Phish games their last gigs together at a special festival in the US which has attracted thousands of stalkers.",calibration
"Boston Scientific stent sales set record Boston Scientific Corp. said yesterday it sold \$8.3 million worth of its Taxus drug-coated cardiac stents per day this month, a record level the Natick medical-devices giant said demonstrates it has won back doctors' confidence after three recalls.","Rochester Scientific stent filthy gaming recording Dartmouth Scientific Corps. avowed fridays it vending \$8.3 million worthy of its Taxus drug-coated cardiac stents per day this monthly, a record level the Natick medical-devices gargantuan declared demonstrates it has won back doctors' trustworthy after four recalls.",calibration
Electronic Arts Breaking Out Game kingpin and Motley Fool Stock Advisor recommendation Electronic Arts (Nasdaq: ERTS) has another hit on its hands. Madden NFL 2005 was the top-selling game its first week on the market.,Electronic Arts Breakup Out Playing kingpin and Motley Fool Stock Councillors suggestion Electronics Arts (Nasdaq: ERTS) has a hit on its hands. Madden REDSKINS 2005 was the top-selling game its first week on the market.,calibration
Chile prepares for international summit Chile has begun its security preparations for the upcoming international leaders meeting in Santiago of the Asia-Pacific Economic Co-operation group.,Chile prepares for international summit Chile has begun its insurance readiness for the upcoming international executives meeting in Santiago of the Asia-Pacific Economic Co-operation group.,calibration
"Tech Stocks End Slightly Higher on Intel US technology stocks ended up slightly on Friday, lifted by a higher sales forecast from bellwether Intel Corp. (INTC.O: Quote, Profile, Research) , while a disappointing jobs report capped blue-chip gains.","Techno Stocks End Faintly Higher on Pentium OURS techniques inventory terminate up slightly on Mardi, lifted by a higher marketing predicting from bellwether Intel Enterprise. (INTC.macao: Quote, Image, Research) , while a disappointing tasks report capped blue-chip gains.",calibration
"India Test Fires Nuclear-Capable Missile NEW DELHI (Reuters) - India successfully test fired a long-range nuclear-capable Agni II missile off its eastern coast Sunday, a defense ministry spokesman said.","India Test Arson Nuclear-Capable Missile RECENT DELHI (Reuters) - Indio successfully test kicked a long-range nuclear-capable Agni SECOND rpgs off its easterly coast Domingos, a defense ministry speakerphone tell.",calibration
"Dar Al Hayat The United States and Russia have met over one common thing: their war on terrorism, despite the fact that Washington and Moscow will definitely argue that the terrorism each one is fighting is different from the other.","Give Per Livelihood The Estados States and Russia have adhered over one common stuff: their war on counterterrorism, whereas the fact that Seattle and Ross will definitely argue that the counterterrorism each one is combats is different from the other.",calibration
"Firepower in Fallujah shocks Puyallup Marine LANDSTUHL, Germany - For Lance Cpl. Travis Schafer, 20, a Marine from Puyallup, the attack on the insurgent stronghold of Fallujah lasted less than a day.","Firepower in Fallujah disruptions Puyallup Marine LANDSTUHL, Germany - For Launches Cpl. Travis Schafer, 20, a Oceans from Puyallup, the mugging on the rebellious outpost of Fallujah lasted least than a zi.",calibration
"Chelsea lay down the law on drugs as Mutu is shown door CHELSEA enforced a zero tolerance policy against drugs yesterday when they dismissed Adrian Mutu, the Romania striker, for gross misconduct after his positive test for cocaine.","Stoke lay down the law on medicines as Mutu is revealed door STOKE enforced a zero tolerance policy against drugs fridays when they dismissed Adrian Mutu, the Romania mugger, for gross misconduct after his positive essays for cocaine.",calibration
"Jiang backs Hu, chants military unity mantra : Chinas freshly retired military leader Jiang Zemin threw his weight behind his successor Hu Jintao today and advised the armed forces never to renounce the use of force to reclaim Taiwan.","Shao shores Yu, slogans military unified catchphrase : Chinas freshly pension militar chef Jiang Zemin threw his weight behind his inheriting Zhen Jintao nowadays and reminded the armed forces never to forswear the use of workforce to recovering Taiwan.",calibration
"Is Meyer the man to get Irish up? The timing of Notre Dame's firing of Tyrone Willingham makes no sense . . . unless the board of trustees had a replacement not only in mind, but in hand. The only coach Notre Dame would have to go after with such urgency is Utah's Urban Meyer, who reportedly is also on the short list at Florida.","Is Meyer the male to get Gaelic up? The schedules of Notre Dame's tir of Tyrone Willingham makes no regard . . . though the commissions of trustees had a replacing not only in intelligentsia, but in parties. The only instructor Notre Daughters would have to gonna after with such urgency is Utah's Town Meir, who evidently is also on the short list at Ornament.",calibration
"What's your TLA IQ? Acronyms are the secret language of technology and biotech. If you have to ask what they mean, you're not an insider. There are even acronyms on top of acronyms: someone who peppers his speech with TLAs is fond of using ''three-letter acronyms. quot;","What's your TLA IQ? Acronyms are the secret language of technology and biotechnology. If you have to ask what they mean, you're not an insider. There are even acronyms on top of acronyms: someone who peppers his speech with TLAs is fond of using ''three-letter acronyms. quot;",calibration
"Apple under scrutiny as music competition rises Apple Computer may have sold more than twice as many of its iPod digital music players in its most recent quarter than its signature Mac computers, but competitors","Shoemaker under scrutiny as concerts competitiveness rises Cobbler Equipment may have sold more than double as many of its walkman digital lok players in its most recent quarter than its signature Mack computers, but competitors",calibration
"Mobile phones boost retail sales Retail sales picked up strongly in September, official figures show, helped by strong demand for mobile phones.","Mobile phones stimulation retail sales Retail sales picked up strongly in September, official figures show, helped by strong demand for mobile phones.",calibration
"Alitalia Unions Reject Rescue Plan, Job Cuts quot;Unbearable, quot; quot;worrisome quot; and quot;not convincing quot; were expressions used by employee representatives in response to an Alitalia management proposal to save the company, but they nonetheless agreed to continue talks.","Alitalia Associations Reject Rescue Plan, Job Cuts quot;Unbearable, quot; quot;worrisome quot; and quot;not convincing quot; were expressions used by servants representatives in reply to an Lufthansa management proposal to rescuing the societies, but they nevertheless agreed to nonstop dialogue.",calibration
"Beige Book shows growth, despite energy tab WASHINGTON (CBS.MW) -- The economy grew in most regions of the United States in September and early October, despite signs that higher energy costs are beginning to bite, the Federal Reserve said Wednesday.","Beige Book exhibition growth, despite energy tab DC (CBS.HYDROELECTRIC) -- The saves grow in most regions of the United Nations in September and early October, despite signs that higher power costs are beginning to bite, the Goverment Reservists said Thu.",calibration
Ex-Troops Fill Haiti's Security Vacuum Nation remains volatile eight months after Aristide's departure.,Ex-Troops Fill Haiti's Insurance Vacuum Nation remains volatile eight months after Aristide's departure.,calibration
Indian PM to push for UN seat Indian Prime Minister Manmohan Singh is expected to seek a permanent UN Security Council seat for India in a speech in New York.,Indian PM to push for UN headquarter Indian Prime Minister Manmohan Singh is expected to seek a permanent JT Assurance Council seat for India in a speech in New York.,calibration
"Venture investing dives 57 in NE Venture capital investing, a key barometer of the entreprenerial economy, unexpectedly tumbled 26 percent to 4.3 billion nationally in the third quarter, from","Enterprise invert dives 57 in NEE Venture capital reversing, a key barometer of the entreprenerial economy, strikingly tumbled 26 percent to 4.3 billion domestically in the iii semester, from",calibration
Dollar Fights to Keep Off August Lows LONDON (Reuters) - The dollar struggled to pull away from August lows on Wednesday as investors wondered whether the Federal Reserve would raise interest rates next month after another round of weak U.S. data in the previous session.,Dollar Fights to Keep Off Janvier Lows UK (Newsday) - The rmb campaigned to pull away from Janvier slumps on Mon as capitalists wondered ob the Government Reserving would raise interest rates next months after another round of puny U.p. database in the previous conferences.,calibration
"Bell would be more than just Davids Buddy Buddy Bell knew the question was coming. To his credit, he had an answer ready for the media -- a good one. Bell interviewed for the Phillies vacant managerial position Monday.","Bell would be more than just Davids Buddy Buddy Doorbell knowed the question was coming. To his credit, he had an answer ready for the medias -- a good one. Bell interviewed for the Cigars vacant managerial stances Today.",calibration
"His status is not in the pink NORTON -- Had the numbers shaken out a bit differently, spectators at today's third round of the Deutsche Bank Championship would have had some color with their morning coffee.","It status is not in the rossa NORTON -- Had the numbers shaken out a bit differently, audience at today's third round of the Deutsche Bank Champ would have had some color with their morning coffee.",calibration
"Kodak Reiterates Outlook NEW YORK (Reuters) - Eastman Kodak Co. EK.N on Wednesday backed its near and long-term profit forecasts, saying sales of digital products, such as cameras and medical imaging, are growing faster than expected and helping to offset rapidly declining sales of its traditional film business.","Nikon Reiterates Perspective NEW MANHATTAN (Reuters) - Eastman Panasonic Capt. EK.N on Thursday upheld its nearest and long-term benefits predict, saying sales of digital products, such as homes and medical imaging, are growing speedily than envisaged and support to compensated rapidly decreasing marketing of its traditional kino business.",calibration
"Rush rules himself out of race for Welsh job Ian Rush has ruled himself out of becoming the new Wales manager, instead opting to stay on as boss of English League Two side Chester City.","Rush rules himself out of race for Welsh job Einstein Haste has conclude himself out of becoming the new Welch manager, instead opt to stay on as boss of Britons Society Two side Chester Municipality.",calibration
"Olympic Wrap: Crawford Wins the 200m Amid Jeers ATHENS (Reuters) - Shawn Crawford led an American sweep of Olympic medals in the 200 meters in Athens Thursday, ignoring the jeers of a hostile crowd livid that their local hero was not on the starting line after missing a doping test.","Olympic Tuning: Crawford Wins the 200m Amid Jeers APHRODITE (Newsday) - Siobhan Duncan led an Latin scavenge of Medalist medals in the 200 meters in Acropolis Today, ignores the jeers of a unfriendly crowds irked that their local superhero was not on the launch iine after disappearances a fortification ordeals.",calibration
Taj Mahal birthday party begins Some of India's top musicians are due to perform at a celebration to mark the 350th anniversary of the Taj Mahal.,Taj Mahal celebrate teil begins Some of India's top musicians are due to perform at a celebratory to brand the 350th anniversary of the Label Mahal.,calibration
Murdoch will have to play by Australian rules Rupert Murdoch #39;s News Corporation yesterday agreed to be bound by key Australian rules when it reincorporates in the US. This will restrict Murdoch family #39;s ability to,Murdoch will have to playback by Australian stipulations Cornelius Murdoch #39;s Journalists Business yesterday endorsed to be links by key Australian rules when it reincorporates in the VS. This will restrains Murdock families #39;s capacity to,calibration
"Irish identify with must-win Huskies The Notre Dame players have heard them all around campus this week, and theyre not listening to any of it. After all, wasnt it just a couple of weeks ago the same sort of negative","Tipperary determine with must-win Terriers The Nostra Daughters participants have auditions them all around academia this months, and theyre not listens to any of it. After all, theres it just a matches of joo before the same genre of negative",calibration
"United Reaches Tentative Deal With Pilots United Airlines, struggling to reorganize after two years in bankruptcy protection, reached a tentative agreement with its pilots #39; union on additional wage and benefit concessions, the union said yesterday.","United Reaches Tentative Address With Pilots Nations Airlift, struggle to reorganize after three aged in bankruptcy safeguarding, totalled a timid accord with its pilots #39; unions on additional wage and virtues compromises, the union said fridays.",calibration
"News: TRMM Sees Rain from Hurricanes Fall Around the World Since rain and freshwater flooding are the number one causes of death from hurricanes in the United States over the last 30 years, better understanding of these storms is vital for insuring public safety.","Journalism: TRMM Expect Raining from Cyclone Declines Around the World Since downpour and dulce flooding are the number one cause of death from typhoons in the United Nations over the last 30 olds, best understands of these storms is vital for insuring public safety.",calibration
University Up for Sale in Spoof Auction which plans to axe three academic departments to save money -as been put up for sale on the internet auction site eBay. The campus is on offer at 10 million in,College Up for Sale in Falsify Eras which plans to axe three scholastic departments to save money -as been laid up for sale on the internet auctions site eBay. The campus is on offer at 10 million in,calibration
"Tough Campaign Ahead for Bush #39;s Australian Ally Ending months of speculation, Australian Prime Minister John Howard has called an election for October 9, when he will become the first of the three","Tough Countryside Ahead for Buch #39;s Australian Ally Ending months of speculation, Dollar Prime Minister John Howard has called an election for October 9, when he will become the first of the three",calibration
"UN: N.Korea Sends Positive Message on Atomic Talks The South Korean Unification Ministry said Nov. 24, 2004, that North Korea gave a visiting UN official a #39;very positive message #39; about resuming stalled six-way talks on its nuclear programs.","UN: nitrogen.Peninsula Sends Positive Message on Atomic Talks The Southern Korean Monotheism Ministry said Nov. 24, 2004, that Norte Rok gave a visiting UN official a #39;very positive message #39; about resuming stalled six-way talks on its radioactive emissions.",calibration
US Treasury #39;s Snow says health costs impede growth US Treasury Secretary John Snow on Friday is expected to renew his call for Capitol Hill action on President George W. Bush #39;s health care ideas,OURS Treasury #39;s Blizzard says health costs impede increasing US Treasury Secretarial Jun Frigid on Mardi is expected to relaunch his invites for Capitol Jebel initiative on Presidency Georgian W. Bush #39;s health considerate ideas,calibration
"NASA Chief Resigns The space agency's top administrator, Sean O'Keefe, says he wants to ensure that his children can go to college without incurring debt. His plan? Applying for a \$500,000-per-year job at Louisiana State University. By Amit Asaravala.","JPL Chief Resigns The distance agency's top administrator, Sean O'Keefe, says he wants to ensure that his children can go to college without incurring debt. His plan? Applying for a \$500,000-per-year job at Louisiana State University. By Amit Asaravala.",calibration
"Ballmer: We need a \$100 PC com October 20, 2004, 9:00 AM PT. This fourth priority #39;s main focus has been enterprise directories as organizations spawn projects around identity infrastructure.","Ballmer: We need a \$100 TEAM kom October 20, 2004, 9:00 AM PT. This fourth priority #39;s main focus has been enterprise directories as organizations spawn ventures around identity edifice.",calibration
UAE #39;s TEN Sports to Produce Australia-India Cricket Test Series TV ... The Board of Control for Cricket in India has granted the television production and distribution rights for Australia #39;s test series with India even as the Indian Supreme Court hears arguments over who owns the rights.,UAE #39;s TEN Recreational to Produce Australia-India Grasshopper Experimental Series TV ... The Motherboard of Surveillance for Cricket in India has attributed the television production and distribution rights for Australia #39;s essays periodicals with India even as the Lndian Supreme Court hears arguments over who owns the rights.,calibration
"Update 4: Chipmaker Infineon Sees Net Income Fall Computer chip maker Infineon Technologies AG posted a 10 percent drop in net profit for the fourth quarter after taking large charges to cover potential civil claims from US and European antitrust actions, the company said Tuesday.","Modernized 4: Chipmaker Infineon Sees Net Income Fall Computer chip maker Infineon Technologies AG posted a 10 percent drop in net profit for the fourth quarter after taking large charges to cover potential civil claims from US and European antitrust actions, the company said Tuesday.",calibration
Sports Focus: Radio/television You can tear up Keith Jackson #39;s invitation to your friendly local Friends of the Fighting Irish pub. News of Tyrone Willingham #39;s ouster after three years at Notre Dame barely had hit the airwaves Tuesday when quot;Mr.,Athlete Focus: Satellites/television You can tear up Keith Jackson #39;s invitation to your friendly local Friends of the Combats Scotsman pub. News of Tyrone Willingham #39;s ouster after three years at Unser Dame barely had hit the airwaves Tuesday when nbsp;Mr.,calibration
Winners of Polar Music Prize Announced Brazilian singer Gilberto Gil and German romance singer Dietrich Fischer-Dieskau were named the 2005 winners of the Polar Music Prize for their contributions to music.,Winners of Arctic Music Prize Announced Brazilian singer Gilberto Gil and German romance singer Dietrich Fischer-Dieskau were named the 2005 winners of the Polar Music Reward for their contributions to music.,calibration
"File-swapping case finds friends in court A broad list of copyright owners, artists, law professors and state attorneys general on Monday asked the US Supreme Court to hear a controversial case on the legality of file-swapping software.","File-swapping case believes friend in court A broad inventories of copyright landowner, artists, law schoolteachers and nationals avocados overall on Yesterday enquired the US Supreme Court to hear a controversial case on the decorum of file-swapping software.",calibration
Pressure Building on U.S. Over WWII Suit (AP) AP - Bipartisan political pressure is building for the Bush administration to settle a lawsuit by Hungarian Jews who claim the United States plundered family riches that had been seized by the Nazis during World War II.,Pressure Building on U.S. Over WWII Armour (HAS) HA - Bipartisan political pressure is building for the Bosch administration to settle a lawsuit by Romanian Jude who arguing the United States plundered household riches that had been seized by the Nazis during World War SECOND.,calibration
"A chat check list for IT managers There are hundreds of considerations when selecting and implementing an IM management solution -- from product features and technology to pricing. Still, IM security consultants and vendors agree that the following points apply across the board.","A chitchat check listed for IT chiefs There are hundreds of considerations when selecting and execute an LIM management solution -- from product features and technology to pricing. Still, GI insurance consultants and vendors agree that the subsequent points enforce onto the board.",calibration
"Put Me in, Coach! Coach joins the S P 500, and others stand to benefit from the leather in the weather.","Put Me in, Coach! Coach joins the S P 500, and others stand to benefit from the pelts in the weather.",calibration
"For Google investors, a taste of '90s For investors in Google Inc., it's the roaring '90s redux. Shares of the Web search giant leapt 15.43 percent yesterday, on the heels of a 6.33 percent spurt the previous day, even as the broader financial markets continued to retreat. By the time they closed at \$172.43 yesterday, Google shares had more than doubled in value since the company went ...","For Youtube investor, a taste of '90s For investors in Google Serv., it's the roaring '90s redux. Shares of the Web browse juggernaut jumped 15.43 percentages friday, on the snippet of a 6.33 percentages sprint the previous days, so as the broader financial commercialized continued to retreat. By the timeframe they closed at \$172.43 today, Google exchanges had more than duplicates in significance since the enterprise was ...",calibration
"Black Watch troops back in Basra Britain #39;s 850-strong Black Watch battle group has pulled out of Camp Dogwood in Iraq and returned to its base in Basra, the BBC reported Saturday.","Black Watch solider back in Basra Britain #39;s 850-strong Noir Watch battle grouped has withdrawal out of Camp Dogwood in Bagdad and comeback to its base in Basra, the BBC reported Saturday.",calibration
"Beware Confirmation Bias If your knee-jerk reaction to a negative opinion is to attack the source, your chance of investing success is reduced.","Beware Confirmation Bias Although your knee-jerk replied to a negative opinion is to attack the source, your probabilities of reversal success is reduced.",calibration
"Roh Urges U.S. Dialogue, Not Showdown, with N.Korea SEOUL (Reuters) - South Korean President Roh Moo-hyun has called on the United States to try dialogue with North Korea rather than take a hard-line approach in its efforts to persuade Pyongyang to give up its nuclear weapons program.","Roy Incites ni.S. Dialogue, Not Showdown, with nitrogen.Korea SEOUL (Reuters) - South Korean President Roh Moo-hyun has called on the United States to try dialogue with Upstate Hahn rather than take a hard-line approach in its efforts to persuade Pyongyang to give up its uranium waffen pog.",calibration
"Pakistan Test Fires Nuclear-Capable Missile Pakistan successfully test-fired Tuesday an intermediate-range ballistic missile capable of carrying nuclear warheads as parts of its efforts to boost its defenses, a military statement said.","Punjab Test Fires Nuclear-Capable Missile Punjab suitably test-fired Mardi an intermediate-range ballistic rpgs capable of carrying radioactive warheads as parts of its endeavor to stimulus its defenses, a serviceman statement tell.",calibration
"Into the abyss Where freedom was promised, chaos and carnage now reign. A suicide bomber in a car blows himself up in the heart of Baghdad killing 13 people.","Toward the abyss Where svoboda was promised, clutter and cull now prevail. A suicide bomber in a car blows himself up in the heart of Baghdad killing 13 people.",calibration
"Palestinians #39;ready to work #39; with any US administration PARIS, Nov 3 (AFP) - The Palestinian Authority is ready to work with whoever emerges as the winner of the US presidential race as long as he is prepared to push forward the Middle East peace process, a senior adviser to Palestinian leader Yasser Arafat","Palestine #39;ready to work #39; with any US stewardship BETTING, Nov 3 (AFP) - The Palestinian Authority is ready to work with whoever emerges as the finalist of the US presidential racing as long as he is prepared to push forward the Middle East pacific proceeding, a senior adviser to Palestinian jefe Yasser Palestine",calibration
"In Slovakia, the Roma stir change KOSICE, Slovakia -- When Ivan Hriczko strode casually into the Twelve Apostles, a fashionable restaurant in this steel city, diners idled their forks and turned their heads.","In Tolar, the Pikey stir change KOSICE, Tolar -- When Ivan Hriczko leaned casually into the Seventeen Prophetic, a fashionable restaurant in this steel city, diners idled their forks and turned their heads.",calibration
"Ricky Williams Seeks Return with Dolphins _ Oct. 6, 2004 - Ricky Williams is looking to make a comeback with the Miami Dolphins. But there #39;s a catch -- a little something about a positive drug test.","Ricky Williams Seeks Return with Dauphin _ Oct. 6, 2004 - Randy Guillaume is looking to make a restitution with the Lauderdale Dolphin. But there #39;s a captures -- a modest thing about a favorable drug trials.",calibration
"Which Candidates Do Tech Companies Support? In a down year for tech industry contributions to political groups, political action committees (PACs) and employees from computer and Internet companies have contributed just over \$1.","Which Nominee Do Technologies Companies Aiding? In a down year for techniques industry contributions to political groups, political action committees (PACs) and employees from equipment and Lnternet companies have aiding just over \$1.",calibration
"TB patient medicine test unveiled A test can tell if TB patients have stopped taking their medicine, which increases the risk of drug resistant strains.","TB patient medicine test unveiled A test can tell if TUBERCULOSIS patients have stopped taking their medicine, which increases the risk of drug resistant strains.",calibration
Weak demand behind Google price cut news analysis Google #39;s decision to cut back its public offering by as much as 30 percent represents a stinging rebuke for a deal once heralded as a surefire windfall not only for the company but the technology industry at large.,Vulnerable demand behind Google price cut news analysis Google #39;s decision to cut back its governmental offering by as much as 30 percent embodies a infuriated rebuke for a deal once announcing as a surefire manga not only for the company but the technology departments at large.,calibration
"9:31 am: Senate reaches agreement to allow votes on corporate tax ... The US Senate, after a weekend of behind-the-scenes negotiations, struck a deal to allow passage of a sweeping bill to provide \$136 billion (?110 billion) in corporate","9:31 am: Senate reaches agreements to permit votes on entrepreneurial prosecutor ... The ONS Senate, after a tonight of behind-the-scenes conversation, hit a deal to permit adoption of a scanning bill to delivering \$136 million (?110 million) in entrepreneurial",calibration
"Rumsfeld warns on spy shake-up US Defence Secretary Donald Rumsfeld urges caution on US intelligence reform, saying it could create new barriers.","Pentagon warns on spy shake-up US Defence Secretary Ronald Clinton urges caution on US smarts reform, adage it could create new barriers.",calibration
"U.S. Airways Pilots Say Labor Talks Break Down Talks between US Airways Group Inc. and the union representing pilots have broken down, the Air Line Pilots Association said Monday.","U.S. Airways Demonstration Say Labor Talks Break Ned Discussion between ONS Airways Panel Inc. and the union representing demonstration have raped down, the Airspace Line Pilots Organisations said Monday.",calibration
BSkyB #39;s go-ahead to share buyback Eric Barkas City Editor SHAREHOLDERS in the pay-TV company BSkyB have cleared the way for Rupert Murdoch #39;s News Corp to increase its stake.,BSkyB #39;s go-ahead to sharing buyback Arik Barkas Cities Editor TAXPAYERS in the pay-TV enterprises BSkyB have deleted the camino for Cornelius Murdock #39;s Journalism Enterprise to augmented its gaming.,calibration
Toshiba to boost flash chip output Toshiba Corp says it plans to boost output capacity for flash memory chips at a plant in central Japan by 7.5 percent to meet robust demand from digital camera and mobile phone makers.,Toshiba to boost jiffy chip output Toshiba Corp says it plans to boost output capacity for flashback memoir chips at a plant in central Japan by 7.5 percent to meet robust demand from digital camera and mobile phone makers.,calibration
