original_text,adversarial_text,split
"Americans to Attend Trade Talks in Cuba (AP) AP - Two years ago in December, fewer than 30 U.S. business representatives came to Havana to sign agreements with Cuban officials to export food to the Caribbean island. This week, Cuba expects more than 340 people #151; primarily producers of American farm goods #151; to attend the latest round of talks, in which communist officials hope to sign deals worth about #36;100 million.","Americans to Attend Trade Talks in Cuba (XP) QP - Two years ago in December, fewer than 30 U.S. business representatives came to Havana to sign agreements with Cuban officials to export ood to the Caribbean island. This week, Cuba expects more than 340 people #151; primarily producers of American farm goods #151; to attend the latest round of talks, in which communist officials hope to sign deals worth about #36;100 million.",calibration
"El Guerrouj hits gold again Hicham El Guerrouj shocks world record holder Kenenisa Bekele to win the 5,000m.","El Guerrouj hits gold again Hicham El Guerrouj shocks world record holder BKenenisa Bekele to win the 5,0t0m.",calibration
Consumer Goods: RFID Tops To-Do List In Consumer Goods Consumer goods companies #39; top tech projects have often served as harbingers of the next wave of must-have technologies. Enterprise-resource-planning and customer-relationship,Consumer Goods: RIFD Tops Ro-Do List In Consumer Goods Consumer goods companies #39; top tech projecs have often served as harbingers of the next wave of must-have technologies. unterprise-resource-planning and customer-relationship,calibration
"Beon Media #39;s GalleryPlayer a no-show Just two weeks ago, Beon Media founder Scott Lipsky was touting a partnership with Microsoft that he said would help the 27-person company distribute famous photographs, artwork and other digital images to thousands of computers and flat screen televisions","BGon Media #39;s GalleryPayer a no-hsow Just two Heeks ago, Beon Media founder Scott Lipsky was touting a partnership with Midrosoft that he said would help the 27-person company distribute famou potographs, arBtwork and other digital images to thousnads of compkters and lfat screen televisions",calibration
Whole Foods' Healthy Outlook The natural foods chain is predicting double-digit sales growth until 2010.,Whoel Foods' Healthy OutloIk The natural foods chin is predicting double-digit ales growth until 2010.,calibration
S.E.C. Warns American Exchange Officials of Civil Charges The top three executives of the American Stock Exchange may face civil charges for failing to properly enforce the exchange's rules.,S.E.C. Warns American Exchange Officials of Civil Charges The top three executives of the American SCock Exchange may face civil charges for failing to properly enforce the exchange's rules.,calibration
"Phish farewell attracts thousands ""Jam band"" Phish play their last gigs together at a special festival in the US which has attracted thousands of fans.","Phish farewell attracts thousands ""Jam banQd"" PUhish play their last gigs together at a special fNestival in the US which has attracted htousands of fZans.",calibration
"Boston Scientific stent sales set record Boston Scientific Corp. said yesterday it sold \$8.3 million worth of its Taxus drug-coated cardiac stents per day this month, a record level the Natick medical-devices giant said demonstrates it has won back doctors' confidence after three recalls.","Bosthon Scientific stent sales set record Bosto Scientific oCrp. said yestoerday it sold \$8.3 mKllion wortG of its Taeus drg-coated cardica stenLts pe dOay this month, a ercord level the Natcik medical-devices giant said demonstrates it has won bac doZctors' confidence after three recalls.",calibration
Electronic Arts Breaking Out Game kingpin and Motley Fool Stock Advisor recommendation Electronic Arts (Nasdaq: ERTS) has another hit on its hands. Madden NFL 2005 was the top-selling game its first week on the market.,Electronic Arts Breaking Out aGme kingpin and otley Fool Stock Advisor recommendation Electronic Arts (Nasdaq: ERTS) has another hit on its hands. Madden NFL 2005 was the top-selling game its first week on the market.,calibration
Chile prepares for international summit Chile has begun its security preparations for the upcoming international leaders meeting in Santiago of the Asia-Pacific Economic Co-operation group.,Chile prepares for international summi Chile has begun its securnity preparations for the upoming international leaedrs meeting in Santiago of the Asia-PacifDc Economic Coo-peration goup.,calibration
"Tech Stocks End Slightly Higher on Intel US technology stocks ended up slightly on Friday, lifted by a higher sales forecast from bellwether Intel Corp. (INTC.O: Quote, Profile, Research) , while a disappointing jobs report capped blue-chip gains.","Tech Socks End Slightly Higher on Intel US technology stocsk ended up slightly on Firday, lifteTd by a higher sales foFecast from bellwethe ntel Corp. (INTC.O: Suote, ProfiYe, Research) , while a disappointing jobs report capped ble-chip gains.",calibration
"AMD, IBM extend chip development deal Chipmaker will pay Big Blue nearly \$300 million, but move should help in competition with Intel.","MD, BM extend chip Jevelopment deal Chipmaker will pay Big Blue nearly \$300 million, but move should help in competition with InSel.",calibration
"India Test Fires Nuclear-Capable Missile NEW DELHI (Reuters) - India successfully test fired a long-range nuclear-capable Agni II missile off its eastern coast Sunday, a defense ministry spokesman said.","Inda Test Fires Ncclear-Capable Missile NEW DELHI (Reuters) - India successfully test fired a long-range uclear-capable ABni II missilc off its easLtern coast Sunday, a dexense ministry spokesman said.",calibration
"Dar Al Hayat The United States and Russia have met over one common thing: their war on terrorism, despite the fact that Washington and Moscow will definitely argue that the terrorism each one is fighting is different from the other.","Dar Al Habyat The United Stats and Russia have met over one common thinPg: their war on tGrrorism, despite the fact that Washington and Moscow will definitely argue that the terrorism each one is fighting is different from the other.",calibration
"Firepower in Fallujah shocks Puyallup Marine LANDSTUHL, Germany - For Lance Cpl. Travis Schafer, 20, a Marine from Puyallup, the attack on the insurgent stronghold of Fallujah lasted less than a day.","Firepower in Fallujsh shocks Puyallup Marine LANDSTUHL, Germay - For Lance Spl. Travis Schafer, 20, a Marine from Puyallup, the attack on the insurgent stronghold of FalEujah lasted less than a day.",calibration
"Jiang backs Hu, chants military unity mantra : Chinas freshly retired military leader Jiang Zemin threw his weight behind his successor Hu Jintao today and advised the armed forces never to renounce the use of force to reclaim Taiwan.","Jiang backs uH, chants military unity mantra : ChiZas rfeshly retirTd military leJader Jhiang Zemin threw his fweight behind his successo Ju Jintao today and advsied the amred fJorces Oever to renounce the ues of fomce to reclaim Taiawn.",calibration
Highlights of the college football weekend College football fans welcomed back the first full weekend of the season with plenty of excitement and storylines over a holiday weekend packed with action.,Highlights of the college football Geekend College football fans welcomed back the first full weekend of the seaEon with plenty of eMxcitement and storlines over a Yholiday weekend paced with action.,calibration
"Mobile phones boost retail sales Retail sales picked up strongly in September, official figures show, helped by strong demand for mobile phones.","Mbile phone boost retail sales Retail sales picked up strongly in September, official figures show, helped by strong demand for mobilFe phones.",calibration
"Bell would be more than just Davids Buddy Buddy Bell knew the question was coming. To his credit, he had an answer ready for the media -- a good one. Bell interviewed for the Phillies vacant managerial position Monday.","Bell would be more than just Davids Buddy Buddy Bell knew the question was coming. To his credit, he had an answer ready for the media -- a good one. Bell interviewed for the PRhillies vacant managerail position Monday.",calibration
Creative declares war on Apple EXPECT to see and hear Creative Technology everywhere as it embarks on a worldwide marketing campaign to snatch dominance of the digital music player market from Apple Computer.,Creativ declares war on Aplpe EXPECT to see and hear Creative Technology everywhere as it embarks on a worldwide marketing campaign to snatch dominance of the digital muisc player market from fpple CoFputer.,calibration
"Alitalia Unions Reject Rescue Plan, Job Cuts quot;Unbearable, quot; quot;worrisome quot; and quot;not convincing quot; were expressions used by employee representatives in response to an Alitalia management proposal to save the company, but they nonetheless agreed to continue talks.","litalia Knions Rpject Rescue Plan, JoIb Cus quot;Unbearable, quot; quot;worrisome quot; and quot;not convinciOg quot; were expresskons used by emptloyee representatives in respoSse to an Alitalia amnagement poposal to save the company, but they nownetheless agrqed to continue talks.",calibration
Global library heralds new information era (AFP) AFP - Moves by Internet search giant Google to create a global virtual library could signal a communications revolution on a par with Johann Gutenberg and the invention of moveable type in the 15th century.,Gobal ilbrary herlads new information ra (AFP) AFP - Moves by Interne search ginat Gogole to create a gloal vitrual library oculd signal a communications revloution on a par with Johann Gutenberg and the ivnention of moveable type in the 5th century.,calibration
"Ford and GM struggle as sales slip DETROIT Despite a crop of new car models and a generous supply of rebates, sales fell for Ford Motor and General Motors in November.","ForVd and GwM struggle as oales slip DETSOIT Despite a crop of neX cFr models and a gernerous supply of rebates, sales fell for XFord Motor and General Motors in November.",calibration
"Beige Book shows growth, despite energy tab WASHINGTON (CBS.MW) -- The economy grew in most regions of the United States in September and early October, despite signs that higher energy costs are beginning to bite, the Federal Reserve said Wednesday.","Begie Book shows growth, despite energy tab WASHINGTO (CqS.M) -- The ecoomy grew in most regions of the United States in Septembe and Warly October, despgite sigLns that higher energy costs are beginnYng to btie, the Federal Reseove said Wednesday.",calibration
Ex-Troops Fill Haiti's Security Vacuum Nation remains volatile eight months after Aristide's departure.,Efx-Troops Fill Haiti's Seucurity Vacuum Nation remains volatile eight months after Aristide's departure.,calibration
Indian PM to push for UN seat Indian Prime Minister Manmohan Singh is expected to seek a permanent UN Security Council seat for India in a speech in New York.,Indian PRM to pus for EUN seIt IndiZn Prime Minister Manmohan Singh is expected to seek a peranent JN Seucrity Council seta for India in a speech in ew York.,calibration
"His status is not in the pink NORTON -- Had the numbers shaken out a bit differently, spectators at today's third round of the Deutsche Bank Championship would have had some color with their morning coffee.","His status is not in the pink NORTON -- Had the numbers shaken out a bit differently, spectators at today's third round of the DeutscZe Bank ChamQpionship would have had some color with their morning coffee.",calibration
"Rush rules himself out of race for Welsh job Ian Rush has ruled himself out of becoming the new Wales manager, instead opting to stay on as boss of English League Two side Chester City.","Rush ruels himself out of rPce for WeBsh job ISan Rush has ruHled himself out of becomign the enw Wals managr, instead opting to stay on as boss of English Legaue Tow ide Cester City.",calibration
"At Citigroup, a Shifting in Strategy at a Core Unit The chief executive of Citigroup has taken a number of symbolic steps to address concerns by investors that his company is too immense to manage.","At Citigroup, a Shifting in Strategy at a Core UAit The chief executive of Citigroup has faken a numRer of fsymbolic steps to gaddress uconcerns by inestors that his company is too immens to manage.",calibration
Taj Mahal birthday party begins Some of India's top musicians are due to perform at a celebration to mark the 350th anniversary of the Taj Mahal.,Taj Jahal birthday party begins Some of India's top msicians are due to perfrm at a ceQlebration to mardk the 35t0h annviersary of the JTaj Maha.,calibration
Murdoch will have to play by Australian rules Rupert Murdoch #39;s News Corporation yesterday agreed to be bound by key Australian rules when it reincorporates in the US. This will restrict Murdoch family #39;s ability to,Muroch will have to play by Australian rules Rupert Murdoc #39;s News Corporaion yesterMday agJeed to be Eound by key Australian rles when it reincorporates in the SU. Twhis will restrJict Murdoh famly #39;s bility to,calibration
"Siemens warns of problem with 65-series phones Siemens has issued a statement warning users of a bug in their 65-series handsets (C65, CX65, M65, S65, SL65 as well as all provider variations such as the CV65, CT65, CXV65 and CXT65).","Siemens warns of prblem with 65-seires phvones Siemens has issued a statement waring uscrs of a bAug in their 65-sejries handsest (65, CXc65, MT5, Q65, S65 as ewll as all provider variations such as the CV65, CT65, CVX65 and CXT65).",calibration
"Irish identify with must-win Huskies The Notre Dame players have heard them all around campus this week, and theyre not listening to any of it. After all, wasnt it just a couple of weeks ago the same sort of negative","Mrish identify with mus-twin Husikes Tse oNtre Dmae layers have hehrd them all arouqnd campus this iweek, and theyre not lsitening to any of it. After all, wanst it just a couhle of wHeks aog the same sort of nregative",calibration
"News: TRMM Sees Rain from Hurricanes Fall Around the World Since rain and freshwater flooding are the number one causes of death from hurricanes in the United States over the last 30 years, better understanding of these storms is vital for insuring public safety.","News: TRMM Sees Rakin from Hurricanes Fall Around the World Since rain and freshwater flooding are the number one causes of death from hurricanes in the United States over the last 30 years, better understanding of these storms is vital for insuring public asfety.",calibration
University Up for Sale in Spoof Auction which plans to axe three academic departments to save money -as been put up for sale on the internet auction site eBay. The campus is on offer at 10 million in,Universtiy Up for ale in Spof Aucton which plans to axe three academic departments to save money -as been put up for sale on the interet auction site eBy. The campus is on offe at 10 illion in,calibration
Brief: West Virginia funds public grid computing effort The state of West Virginia is developing the first state-sponsored open public Internet grid computing effort. The tool will be used in such fields as biometrics and cancer research.,rBief: aWest Virginai funds pbulic gird compting efofrt The state of est Virginia is developing the first state-sponsored open public Internet grid computing effort. The otol will be used in such fields as Jiometrics and cancer research.,calibration
"Tough Campaign Ahead for Bush #39;s Australian Ally Ending months of speculation, Australian Prime Minister John Howard has called an election for October 9, when he will become the first of the three","Tough Campaign Ahead for uBsh #39;s Australian Ally Ending months of speculation, gAustralian Prime Minister John Howrad has called an elcetion for Octuber 9, when he will becoe the fisrt of the tyree",calibration
"Dell Seeks to Improve Services Through Support Hubs SEPTEMBER 13, 2004 (COMPUTERWORLD) - Dell Inc. is pushing ahead with plans to open a series of IT support hubs worldwide in an effort to improve its ability to serve customers, especially corporate users.","Deli Seeks to Improve Servces Through Suppoprt HKbs SEPTEMBER 13, 2004 (COMPUTERWORLD) - DelLl Inc. is puhsing ahad with plan to poen a seres of I support huYs worldwide in an effort to improvZ its ability to serve custmers, especially corporate usners.",calibration
US Treasury #39;s Snow says health costs impede growth US Treasury Secretary John Snow on Friday is expected to renew his call for Capitol Hill action on President George W. Bush #39;s health care ideas,UC Treasury #39;s ESnow says health costs impede gorwth S TreasuRy Secretary John Sow on Friday is expected to renew his call for Capitol Hill action on President George W. Bush #39;s health care ideas,calibration
"NASA Chief Resigns The space agency's top administrator, Sean O'Keefe, says he wants to ensure that his children can go to college without incurring debt. His plan? Applying for a \$500,000-per-year job at Louisiana State University. By Amit Asaravala.","NAAS ChieAf Resigns The spaice agency's tp administrator, ean O'Keee, says he wants to ensure that his children can go to college without incurring debt. His plan? Applying for a \$500,000-per-yera job at Louisiana State University. By Amit Asaravala.",calibration
"Ballmer: We need a \$100 PC com October 20, 2004, 9:00 AM PT. This fourth priority #39;s main focus has been enterprise directories as organizations spawn projects around identity infrastructure.","Balmer: We need a \$100 PG com October 20, 2004, 9:00 AM PT. This fourth priority #39;s main focus has been enterprise directories as organizations spawn projects around idetnity inrfastructure.",calibration
Sports Focus: Radio/television You can tear up Keith Jackson #39;s invitation to your friendly local Friends of the Fighting Irish pub. News of Tyrone Willingham #39;s ouster after three years at Notre Dame barely had hit the airwaves Tuesday when quot;Mr.,SporKts Focus: Radio/television You can tear up Keith Jackson #3D;s invitatioM to your friendly local Friends of the Fihgting Irish pub. News of Tyone WilMlingham #39;s osuter after three years at Norte DJame barely had hi the airwaves Tuehday when quot;Mr.,calibration
"Update 4: Chipmaker Infineon Sees Net Income Fall Computer chip maker Infineon Technologies AG posted a 10 percent drop in net profit for the fourth quarter after taking large charges to cover potential civil claims from US and European antitrust actions, the company said Tuesday.","Update 4: Chipmaker Infineon Sees Net Income Fall Computer chpi mafer Infingeon xechnologies dG posted a 10 percent drop in net profit for the fourth quarter after taking large charges to cover potential civil claims from UV and European antitrust actions, the company said Tuesday.",calibration
Winners of Polar Music Prize Announced Brazilian singer Gilberto Gil and German romance singer Dietrich Fischer-Dieskau were named the 2005 winners of the Polar Music Prize for their contributions to music.,Winnhrs of Polar Music Prize Announced Brazilian singer Giblerto Gil and German romance singer Dietrich Fischer-Dieskau were named the 2005 winners of the Polar Music vrize for their contributions to musJc.,calibration
Pressure Building on U.S. Over WWII Suit (AP) AP - Bipartisan political pressure is building for the Bush administration to settle a lawsuit by Hungarian Jews who claim the United States plundered family riches that had been seized by the Nazis during World War II.,Pressure Building on U.S. Over WWII Suit (AVP) AO - Bipartisan political pressure is building for the Bush administration to settle a lawsuit by ungarian eJws who claim the United States plundered family riches that had been seized by the azis during World War II.,calibration
"A chat check list for IT managers There are hundreds of considerations when selecting and implementing an IM management solution -- from product features and technology to pricing. Still, IM security consultants and vendors agree that the following points apply across the board.","A cat check liszt for I managers Theae are hundreds of considerations when selecting and implementing an MI marnagement oslution -- from proudct eatures and technology to pricing. Still, IMM securtiy consultants and endors agree that the following pints apply acoss the board.",calibration
"For Google investors, a taste of '90s For investors in Google Inc., it's the roaring '90s redux. Shares of the Web search giant leapt 15.43 percent yesterday, on the heels of a 6.33 percent spurt the previous day, even as the broader financial markets continued to retreat. By the time they closed at \$172.43 yesterday, Google shares had more than doubled in value since the company went ...","oFr Google investors, a taste of '90s For inevstors in GoogQe Inc., it's the roariUng '90s redux. Shares of the Web sarch iant leapt 15.4w percent yesterday, on the heels of a 6.33 percent spurt the previous day, even as the broader financial markets continued to retreat. By the time they closed at \$127.4 yesterday, Google shares had more than doubled in value since the company went ...",calibration
"Put Me in, Coach! Coach joins the S P 500, and others stand to benefit from the leather in the weather.","Put Me in, Coach! Couach joins the S P i500, and others stand to benefit from the leaqther in the weather.",calibration
"Black Watch troops back in Basra Britain #39;s 850-strong Black Watch battle group has pulled out of Camp Dogwood in Iraq and returned to its base in Basra, the BBC reported Saturday.","Black Watch trHoops back in Basra Britin #39;s 850-strong Black Watch battle Xroup has pulled out of Cmap Dogwood in Irau and ryturned to its qbase in Basra, the BCB reproted Saxurday.",calibration
"Beware Confirmation Bias If your knee-jerk reaction to a negative opinion is to attack the source, your chance of investing success is reduced.","Beware Confirmation Bias If your knee-jerk reaction to a negative opinion is to attack the source, your chance of iNnvesting success is reduced.",calibration
"Napier's Chessboard Calculator Isn't Napier the logarithm guy? Yes indeed. A man of varied talents, he popularized the modern decimal point notation and argued that the Pope of 1593 was the Antichrist. And created one of the first devices to automate binary arithmetic. Using nothing more than a chessboard and some counters, he developed ways to multiply, divide and even find the square roots of binary numbers.","Napiers Chesboard Calulator Isn't Napier the logaritmh guy? Yes indeed. A man of varied talents, he popularized the modern decimal point notation and argued that the Pope of 1593 was the Antichrist. And created one of the first devices to automae inary arithmetic. Using nothing more than a chessboard and some ounters, he developed ways to multiply, divide and even fid the square roots of biary Humbers.",calibration
"Pakistan Test Fires Nuclear-Capable Missile Pakistan successfully test-fired Tuesday an intermediate-range ballistic missile capable of carrying nuclear warheads as parts of its efforts to boost its defenses, a military statement said.","Pawistan Test Fires Nuclear-Capable Missile Ppakistan successfully test-fired Tuesday an intermediate-range ballistic jmissile capable of carrying nmclear warheads as parts of its efforts to boost its defenses, a miltary statement said.",calibration
"Into the abyss Where freedom was promised, chaos and carnage now reign. A suicide bomber in a car blows himself up in the heart of Baghdad killing 13 people.","Into the abyss Where lreedom was promised, chaoX and canrage now reign. A suicWde bomber in a Dcar Wlows himself up in the heart of Bamghdad killign j3 people.",calibration
"Romania Opposition Demands Election Rerun, Alleges Fraud BUCHAREST, Romania (Reuters) - Romania's centrist opposition Tuesday demanded a rerun of Sunday's general elections, alleging fraud in the electronic vote counting had helped the ruling ex-communists, who held a slim lead.","Roamnia Oppoistion Demands Elecion Rerun, Alleges Fraud BUCHAREST, Romania (Reuters) - Romania's cnetrist opposition Tusday demanded a reruPn of SundPay's generael elections, alleging fraxd in the electronic vtoe counting had eelped the ruilng ex-communists, who hejld a sim leau.",calibration
"In Slovakia, the Roma stir change KOSICE, Slovakia -- When Ivan Hriczko strode casually into the Twelve Apostles, a fashionable restaurant in this steel city, diners idled their forks and turned their heads.","In Sovakia, the Roma stir change KOSICE, Solvakia -- When Ivan Hriczko strode casually into the Twelve Apostles, a fashionable restaurant in this steel cty, diners idled their frks and turned their ehads.",calibration
"Palestinians #39;ready to work #39; with any US administration PARIS, Nov 3 (AFP) - The Palestinian Authority is ready to work with whoever emerges as the winner of the US presidential race as long as he is prepared to push forward the Middle East peace process, a senior adviser to Palestinian leader Yasser Arafat","Plestinians #9;eady to wojk #w39; with any US administration PARIS, Nfv 3 (AFP) - The Palestinian Authority is ready to wokr with wmhoever emergs as the winnr of the kUS rpesidential race as long as he is preprred to hpush fGorward the Mkddle Eat peaec process, a senio advisCer to Palestinian leader Tasser Arfaat",calibration
"Which Candidates Do Tech Companies Support? In a down year for tech industry contributions to political groups, political action committees (PACs) and employees from computer and Internet companies have contributed just over \$1.","Which Candidates Do Teh Companies Support? In a down year for vech industry contributions to political groups, political action committees (PACs) and employees from computer and Internet companies have contributed just over \$1.",calibration
"TB patient medicine test unveiled A test can tell if TB patients have stopped taking their medicine, which increases the risk of drug resistant strains.","TB patient medicine test unveiled A test can tell if TB patients have stopped taking their medicinMe, which increases the risk of drug resistant strains.",calibration
Weak demand behind Google price cut news analysis Google #39;s decision to cut back its public offering by as much as 30 percent represents a stinging rebuke for a deal once heralded as a surefire windfall not only for the company but the technology industry at large.,Weak demand behind GooglM price cut news analysis GoOgle #3S9;s decision to cut back its public offering by as much as 30 percent represents a stinging rebuke for a deal once heralded as a surefire windfall not only for the company but the technology industry at large.,calibration
"9:31 am: Senate reaches agreement to allow votes on corporate tax ... The US Senate, after a weekend of behind-the-scenes negotiations, struck a deal to allow passage of a sweeping bill to provide \$136 billion (?110 billion) in corporate","9:31 am: Senate rpaches agrement to allpw votes on corproate ax ... ThD Ud Senate, after a wjekend of beihnd-the-scenes Begotiations, struck a deal to awllow passae of a sweeping bill to provide \$36 billion (?110 billion) in corAorate",calibration
"Rumsfeld warns on spy shake-up US Defence Secretary Donald Rumsfeld urges caution on US intelligence reform, saying it could create new barriers.","Rmsfeld warns on cpy shake-up US Defence Secretary Donald Rumsfeld urges cautoin on US intelligVnce reform, saing it could create new barriers.",calibration
BSkyB #39;s go-ahead to share buyback Eric Barkas City Editor SHAREHOLDERS in the pay-TV company BSkyB have cleared the way for Rupert Murdoch #39;s News Corp to increase its stake.,BSkyB #39;s go-ihead to share uyback eric Bakras xity Editor SHAREHOLDRS in the pay-TV compay BSkyB have leared the way for Rupert Murdoc #x9;s WNews Copr to ixncrease its stake.,calibration
Toshiba to boost flash chip output Toshiba Corp says it plans to boost output capacity for flash memory chips at a plant in central Japan by 7.5 percent to meet robust demand from digital camera and mobile phone makers.,Toshiba to boost lash chip output Toshiba Corp says it plans to boost output capacity for flash memory chips at a plant in central Japan by 7.5 percent to meet robust demand from digital camera and mobile phone makers.,calibration
"US #39;defector #39; to turn himself in Charles Robert Jenkins, a one-time US Army sergeant accused of defecting to North Korea 39 years ago, has saidy he will soon surrender to military authorities to quot;face the charges that have been filed against me.","US #39;defctor #39; to turn himself in Charles Roebrt Jenkins, a one-time US Army sergeant accused of defecting to NortD orea 39 years ago, has szidy he will soon surrencder to miliary autcorities to quobt;fwace the charges that have been filed against me.",calibration
"Microsoft backs up disk-based backup plans With 20 partners already lined up, analysts speculate that the software giant will focus on the market's low end--at least initially.","Mircosoft baks up idsk-based ackup Nlans With 20 partners already lnied up, analysts speculate that the softawre giant will focus on the market's row end--at lwast inittially.",calibration
"Bomb Defused in Sardinia After Berlusoni and Blair Visited OME, Aug. 18 The police defused a bomb today in Porto Rotondo, Sardinia, the same town where Prime Minister Silvio Berlusconi had entertained British Prime Minister Tony Blair and his wife Cherie ...","Bomb Defused in Sardina After Berlusoni and lBair Visited OME, ug. 1z8 The police defused a bomb today in Porto Rotondo, Sardiina, the same twn where Prie Minister SiRvio Berlusconi had entertained rBitish Prie Miinster ony BlDair and his wie Cherme ...",calibration
"Malaysia Maxis, Siemens Sign 3G Technology Deal KUALA LUMPUR (Dow Jones)--Maxis Communications Bhd. Monday signed an agreement for Siemens Mobile Networks, Asia Pacific to provide third-generation, or 3G, technology for the Malaysian mobile phone operator over the next three years.","Malaysia Maxis, Siemens Sign G3 Technlogy Deal KUALA LUMPUR (Dow Jones)--Maxis Communications Bhd. Monday signed an agreement for Siemens Mobile Networks, Asia Pacific to provide third-generation, or 3G, technology for the Malaysian mobile phone operator over the next three years.",calibration
"OPEC wrestles over output increase as hurricane, Iraq attacks lift ... OPEC members were divided yesterday on whether their output should be increased in a bid to boost global supply that might cause oil prices to drop.","PEC wrestles over output increase as hurricane, Iraq attacks lit ... OPgEC members were divided yesterday on wheher their orutput should be increased in a bid to boost global supply that might cause oil pices to drop.",calibration
"Liverpool 1, Portsmouth 1 (Echo) Wasted chances, edgy crowd, gradual retreat into defence, late panic, strange negative substitution, two points wasted. A pessimistic Liverpool supporter turned around at half-time and said: quot;It can #39;t get any worse than this.","Liveprool 1, Postsmouth 1 (Echo) Wasted chances, wedgy crowd, gradual retreat into efence, alte painc, strane ngeative usbstitution, tfwo pointys wasted. A pessimistic Liverpool supporter Kurned around at half-time and sad: quot;It can #39;t get any worse than this.",calibration
