original_text,adversarial_text,split
"Annan Names New Chief of Staff, Reform Push Seen UNITED NATIONS (Reuters) - U.N. Secretary-General Kofi Annan on Monday chose the head of a high-profile U.N. agency as his new chief of staff to help institute reforms and combat allegations of scandals.","Annan changed to dean of finance, improvement project done UNITED states (Reuters) - U.N. Secretary-General Kofi Annan on today chose the ceo of a high-profile U.N. contractor as his next dean of staff to helps develop reforms and control concerns of scandals.",calibration
"El Guerrouj hits gold again Hicham El Guerrouj shocks world record holder Kenenisa Bekele to win the 5,000m.","El Guerrouj of gold again Hicham El Guerrouj shocks race record holder Kenenisa Bekele to win the 50,000m.",calibration
"Beon Media #39;s GalleryPlayer a no-show Just two weeks ago, Beon Media founder Scott Lipsky was touting a partnership with Microsoft that he said would help the 27-person company distribute famous photographs, artwork and other digital images to thousands of computers and flat screen televisions","Beon Media #39;s GalleryPlayer a no-show Just two nights ago, Beon Media founder Scott Lipsky was touting a partnership with azure that he said would lead the 27-person company sell historic pieces, property and other media images to billion of windows and land screen televisions",calibration
Whole Foods' Healthy Outlook The natural foods chain is predicting double-digit sales growth until 2010.,in Foods' Healthy watch The natural foods range is predicting double-digit the growth until 2010.,calibration
S.E.C. Warns American Exchange Officials of Civil Charges The top three executives of the American Stock Exchange may face civil charges for failing to properly enforce the exchange's rules.,S.E.C. Warns American Exchange Officials of Civil Charges The top three executives of the American traded Exchange may face civil charges for failing to properly enforce the exchange's rules.,calibration
"Phish farewell attracts thousands ""Jam band"" Phish play their last gigs together at a special festival in the US which has attracted thousands of fans.","Phish farewell attracts thousands ""Jam and"" Phish play their last gigs together at a special holiday in the us which has attracted us of spectators.",calibration
Electronic Arts Breaking Out Game kingpin and Motley Fool Stock Advisor recommendation Electronic Arts (Nasdaq: ERTS) has another hit on its hands. Madden NFL 2005 was the top-selling game its first week on the market.,Electronic Arts Breaking Out the kingpin and Motley Fool Stock Advisor recommendation Electronic Arts (Nasdaq: ERTS) has another hit on its hands. Madden NFL 2005 was the top-selling video its first week on the market.,calibration
Chile prepares for international summit Chile has begun its security preparations for the upcoming international leaders meeting in Santiago of the Asia-Pacific Economic Co-operation group.,Chile prepares for regional summit Chile has initiated its in planning for the future regional ministers meeting in santiago of the Asia-Pacific Economic Co-operation framework.,calibration
"Tech Stocks End Slightly Higher on Intel US technology stocks ended up slightly on Friday, lifted by a higher sales forecast from bellwether Intel Corp. (INTC.O: Quote, Profile, Research) , while a disappointing jobs report capped blue-chip gains.","Tech sales End Slightly Higher on Intel US technology market ended up slightly on weekday, shown by a higher sales prediction from bellwether silicon Corp. (INTC.i: reference, site, Research) , while a disappointing workforce report capped blue-chip gains.",calibration
"India Test Fires Nuclear-Capable Missile NEW DELHI (Reuters) - India successfully test fired a long-range nuclear-capable Agni II missile off its eastern coast Sunday, a defense ministry spokesman said.","in Test fires Nuclear-Capable Missile NEW h (Reuters) - ireland successfully test launched a long-range nuclear-capable Agni II rocket off its west coastline Sunday, a defence mod spokesman said.",calibration
Blue chip lowers long-term growth targets NEW YORK (CBS.MW) -- Coca-Cola Co. said Thursday it anticipates weakness in several key markets in 2005 and lowered long-term targets for both volume and operating income growth.,of chip lowers long-term growth requirements west london (grid.MW) -- Coca-Cola Co. said this it anticipates weakness in several key markets in 2004 and raised long-term targets for both revenue and company income growth.,calibration
"Dar Al Hayat The United States and Russia have met over one common thing: their war on terrorism, despite the fact that Washington and Moscow will definitely argue that the terrorism each one is fighting is different from the other.","and Al Hayat The United States and trump have fought over one common problem: their war on terror, though the fact that Washington and tokyo will definitely argue that the terrorism each one is building is different from the other.",calibration
"Apple under scrutiny as music competition rises Apple Computer may have sold more than twice as many of its iPod digital music players in its most recent quarter than its signature Mac computers, but competitors","a under concern as to competition rises apple the may have sold more than twice as many of its iphone digital music players in its most recent quarter than its own ipad computers, but competitors",calibration
"Mobile phones boost retail sales Retail sales picked up strongly in September, official figures show, helped by strong demand for mobile phones.","to smartphone boost retail sales Retail sales picked up strongly in September, official figures show, helped by strong demand for phones phones.",calibration
"Arabs slam US for policy on Israel RABAT, Morocco -- Arab leaders rebuked the United States on Saturday for its policy on Israel, saying US efforts to curb Islamic extremism and promote democracy in the Middle East could not be taken seriously because of its one-sided stand in the Israeli","Arabs slam US for policy on Israel RABAT, Morocco -- Arab leaders rebuked the United States on Saturday for its policy on Israel, saying US efforts to curb muslim extremism and promote democracy in the Middle East could not be taken seriously because of its one-sided performance in the tournament",calibration
"Borders Cuts Forecast; Storms Hit Sales SAN FRANCISCO (Reuters) - Bookseller Borders Group Inc. BGP.N on Tuesday slashed its financial forecast, saying sales were weaker than expected due in part to hurricanes, and that profits during the key holiday season would miss Wall Street estimates.","Borders Cuts Forecast; Storms Hit Sales SAN bay (Reuters) - Bookseller Borders Group i. BGP.com on also slashed its financial forecast, saying sales were weaker than expected due in part to hurricanes, and that revenue during the key holiday period would miss Wall Street estimates.",calibration
"Bell would be more than just Davids Buddy Buddy Bell knew the question was coming. To his credit, he had an answer ready for the media -- a good one. Bell interviewed for the Phillies vacant managerial position Monday.","Bell would be more than just Davids Buddy Buddy Bell knew the question was coming. To his credit, he had an answer ready for the media -- a good one. Bell interviewed for the clements vacant manager position Monday.",calibration
Creative declares war on Apple EXPECT to see and hear Creative Technology everywhere as it embarks on a worldwide marketing campaign to snatch dominance of the digital music player market from Apple Computer.,in declares war on to EXPECT to see and hear Creative Technology everywhere as it embarks on a worldwide marketing battle to reclaim dominance of the alternative rock player market from its windows.,calibration
Global library heralds new information era (AFP) AFP - Moves by Internet search giant Google to create a global virtual library could signal a communications revolution on a par with Johann Gutenberg and the invention of moveable type in the 15th century.,s and heralds for a era (AFP) AFP - moved by a search giant Google to create a global public library had triggered a media event on a square with Johann Gutenberg and the era of moveable text in the 9th ce.,calibration
"Alitalia Unions Reject Rescue Plan, Job Cuts quot;Unbearable, quot; quot;worrisome quot; and quot;not convincing quot; were expressions used by employee representatives in response to an Alitalia management proposal to save the company, but they nonetheless agreed to continue talks.","Alitalia employees sign Rescue party, workplace reforms quot;Unbearable, quot; quot;worrisome quot; and quot;not credible quot; were expression used by australian troops in protest to an Alitalia leader proposing to help the group, but they later refused to stop talks.",calibration
"Ford and GM struggle as sales slip DETROIT Despite a crop of new car models and a generous supply of rebates, sales fell for Ford Motor and General Motors in November.","the and GM race as sales form on Despite a crop of new sports models and a a supply of rebates, sales fell for the Motor and global Motors in November.",calibration
Indian PM to push for UN seat Indian Prime Minister Manmohan Singh is expected to seek a permanent UN Security Council seat for India in a speech in New York.,Indian PM to push for UN spot Indian finance Minister Manmohan Singh is expected to seek a non UN international Council membership for India in a speech in New York.,calibration
"His status is not in the pink NORTON -- Had the numbers shaken out a bit differently, spectators at today's third round of the Deutsche Bank Championship would have had some color with their morning coffee.","His status is not in the pink NORTON -- Had the numbers shaken out a bit differently, spectators at today's third round of the deutsche Bank gp would have had some color with their morning coffee.",calibration
Taj Mahal birthday party begins Some of India's top musicians are due to perform at a celebration to mark the 350th anniversary of the Taj Mahal.,Taj mahal birthday party begins Some of India's top players are due to perform at a celebration to mark the 350th anniversary of the Taj mall.,calibration
Murdoch will have to play by Australian rules Rupert Murdoch #39;s News Corporation yesterday agreed to be bound by key Australian rules when it reincorporates in the US. This will restrict Murdoch family #39;s ability to,he will have to play by Australian rules Rupert Murdoch #39;s News Corporation was agreed to be bound by key Australian football when it reincorporates in the US. This will restrict Murdoch family #39;s ability to,calibration
"Irish identify with must-win Huskies The Notre Dame players have heard them all around campus this week, and theyre not listening to any of it. After all, wasnt it just a couple of weeks ago the same sort of negative","english identity with must-win debate my catholic school fans have recorded them all round university this year, and theyre not listening to any of it. After all, wasnt it just a few of years of the same sort of thing",calibration
"News: TRMM Sees Rain from Hurricanes Fall Around the World Since rain and freshwater flooding are the number one causes of death from hurricanes in the United States over the last 30 years, better understanding of these storms is vital for insuring public safety.","News: TRMM Sees rain from Hurricanes Fall Around the World Since rain and freshwater flooding are the number one causes of death from hurricanes in the United States over the last 30 years, better understanding of these storms is vital for insuring public life.",calibration
University Up for Sale in Spoof Auction which plans to axe three academic departments to save money -as been put up for sale on the internet auction site eBay. The campus is on offer at 10 million in,to Up for takeover in Spoof tender which plans to axe three academic departments to save money -as been put up for buy on the online auction site eBay. The utc is on consideration at 5 shares in,calibration
"Tough Campaign Ahead for Bush #39;s Australian Ally Ending months of speculation, Australian Prime Minister John Howard has called an election for October 9, when he will become the first of the three","Tough Campaign Ahead for my #39;s Australian Ally Ending months of speculation, Australian Prime Minister John Howard has scheduled an race for October saturday, when he will become the leading of the 3",calibration
"UN: N.Korea Sends Positive Message on Atomic Talks The South Korean Unification Ministry said Nov. 24, 2004, that North Korea gave a visiting UN official a #39;very positive message #39; about resuming stalled six-way talks on its nuclear programs.","UN: k.korea Sends Positive warning on energy Talks The South koreans Unification Ministry said Nov. 22, 2016, that country Korea gave a visiting UN officially a #38;very positive message #39; about resuming stalled six-way treaty on its energy policies.",calibration
"Dell Seeks to Improve Services Through Support Hubs SEPTEMBER 13, 2004 (COMPUTERWORLD) - Dell Inc. is pushing ahead with plans to open a series of IT support hubs worldwide in an effort to improve its ability to serve customers, especially corporate users.","a Seeks to better operations Through supportive Hubs SEPTEMBER 13, 2004 (COMPUTERWORLD) - tangent Inc. is thinking the with dreams to launch a system of it support hubs worldwide in an effort to strengthen its ability to connect business, today corporate players.",calibration
US Treasury #39;s Snow says health costs impede growth US Treasury Secretary John Snow on Friday is expected to renew his call for Capitol Hill action on President George W. Bush #39;s health care ideas,and health #39;s he says health costs impede health uk state minister for ryan on Friday is set to renew his support for Capitol Hill action on President George W. Bush #39;s health care ideas,calibration
"NASA Chief Resigns The space agency's top administrator, Sean O'Keefe, says he wants to ensure that his children can go to college without incurring debt. His plan? Applying for a \$500,000-per-year job at Louisiana State University. By Amit Asaravala.","and in Resigns our nasa agency's division administrator, brian O'Keefe, and he wants to ensure that his children can go to college without incurring debt. His plan? Applying for a \$250,000-per-year job at Louisiana State University. By Amit Asaravala.",calibration
"Ballmer: We need a \$100 PC com October 20, 2004, 9:00 AM PT. This fourth priority #39;s main focus has been enterprise directories as organizations spawn projects around identity infrastructure.","Ballmer: We needed a \$1 a com October 20, 2012, 9:00 AM PT. This fourth priority #39;s most focus has been enterprise directories as organizations spawn projects around a enterprise.",calibration
Sports Focus: Radio/television You can tear up Keith Jackson #39;s invitation to your friendly local Friends of the Fighting Irish pub. News of Tyrone Willingham #39;s ouster after three years at Notre Dame barely had hit the airwaves Tuesday when quot;Mr.,a Focus: Radio/television You can tear up Keith jackson #39;s visit to your loyal local Friends of the mighty Irish pub. News of steve Willingham #39;s ouster after three years at catholic school still had hits the airwaves on when quot;Mr.,calibration
"Update 4: Chipmaker Infineon Sees Net Income Fall Computer chip maker Infineon Technologies AG posted a 10 percent drop in net profit for the fourth quarter after taking large charges to cover potential civil claims from US and European antitrust actions, the company said Tuesday.","Update for: Chipmaker Infineon Sees Net Income Fall Computer memory builder Infineon Technologies AG posted a 10 percent drop in net profit for the fourth quarter after taking large charges to cover potential civil claims from us and European antitrust actions, the company said Tuesday.",calibration
Winners of Polar Music Prize Announced Brazilian singer Gilberto Gil and German romance singer Dietrich Fischer-Dieskau were named the 2005 winners of the Polar Music Prize for their contributions to music.,for of Polar Music Prize Announced brazilian singer Gilberto Gil and swiss romance singer Dietrich Fischer-Dieskau were named the 2005 winners of the Polar Music bear for their contributions to music.,calibration
Pressure Building on U.S. Over WWII Suit (AP) AP - Bipartisan political pressure is building for the Bush administration to settle a lawsuit by Hungarian Jews who claim the United States plundered family riches that had been seized by the Nazis during World War II.,Pressure Building on U.S. Over WWII Suit (abs) x - Bipartisan political pressure is building for the Bush administration to settle a lawsuit by hungarian vampires who claim the United States plundered family riches that had been seized by the holocaust during World War II.,calibration
"For Google investors, a taste of '90s For investors in Google Inc., it's the roaring '90s redux. Shares of the Web search giant leapt 15.43 percent yesterday, on the heels of a 6.33 percent spurt the previous day, even as the broader financial markets continued to retreat. By the time they closed at \$172.43 yesterday, Google shares had more than doubled in value since the company went ...","by Google investors, a taste of '90s For investors in html Inc., it's the roaring '90s redux. Shares of the Web find startup leapt 15.43 percent yesterday, on the heels of a 6.33 percent spurt the previous day, even as the broader financial markets continued to retreat. By the time they closed at \$net.43 yesterday, Google shares had more than doubled in value since the company went ...",calibration
"Put Me in, Coach! Coach joins the S P 500, and others stand to benefit from the leather in the weather.","Put Me in, Coach! Coach joins the c P 000, and others stand to benefit from the team in the weather.",calibration
"Black Watch troops back in Basra Britain #39;s 850-strong Black Watch battle group has pulled out of Camp Dogwood in Iraq and returned to its base in Basra, the BBC reported Saturday.","Black Watch as back in Basra england #39;s 850-strong Black Watch battle wing has pulled out of the Dogwood in mesopotamia and rested to its training in Basra, the times commented on.",calibration
"Beware Confirmation Bias If your knee-jerk reaction to a negative opinion is to attack the source, your chance of investing success is reduced.","Beware Confirmation Bias If your knee-jerk reaction to a negative opinion is to attack the source, your chance of a success is reduced.",calibration
"Roh Urges U.S. Dialogue, Not Showdown, with N.Korea SEOUL (Reuters) - South Korean President Roh Moo-hyun has called on the United States to try dialogue with North Korea rather than take a hard-line approach in its efforts to persuade Pyongyang to give up its nuclear weapons program.","Roh advocates U.S. relationship, Not merger, with the.and SEOUL (Reuters) - South hyundai government Roh Moo-hyun has advocated on the United States to continue negotiations with the Korea rather than play a hard-line policy in its attempt to persuade Pyongyang to return up its physical energy policy.",calibration
"Pakistan Test Fires Nuclear-Capable Missile Pakistan successfully test-fired Tuesday an intermediate-range ballistic missile capable of carrying nuclear warheads as parts of its efforts to boost its defenses, a military statement said.","of Test Fires Nuclear-Capable Missile china successfully test-fired Tuesday an intermediate-range ballistic missile capable of carrying neutron warheads as parts of its efforts to boost its defenses, a pentagon statement said.",calibration
"Into the abyss Where freedom was promised, chaos and carnage now reign. A suicide bomber in a car blows himself up in the heart of Baghdad killing 13 people.","Into the abyss Where free was promised, confusion and chaos now reign. A suicide bomber in a cadillac blows himself up in the heart of ad consuming all people.",calibration
"In Slovakia, the Roma stir change KOSICE, Slovakia -- When Ivan Hriczko strode casually into the Twelve Apostles, a fashionable restaurant in this steel city, diners idled their forks and turned their heads.","In sl, the Roma stir change KOSICE, Slovakia -- When Ivan Hriczko strode casually into the Twelve Apostles, a fashionable restaurant in this steel bar, diners idled their forks and turned their eyed.",calibration
"Which Candidates Do Tech Companies Support? In a down year for tech industry contributions to political groups, political action committees (PACs) and employees from computer and Internet companies have contributed just over \$1.","Which Candidates Do phone Companies Support? In a down year for it industry contributions to political associations, political action committees (PACs) and employees from computer and Internet companies have contributed just over \$1.",calibration
"How Global Warming Can Lead to a Big Chill (Reuters) Reuters - Global warming could lead to a big\chill in the North Atlantic, at least if history is anything to\go by, researchers reported on Friday.","How Global that Can Lead to a Big Chill (Reuters) Reuters - Global elections could lead to a big\hang in the North Atlantic, at or if history is straight to\turn by, activists reported on Friday.",calibration
"Ricky Williams Seeks Return with Dolphins _ Oct. 6, 2004 - Ricky Williams is looking to make a comeback with the Miami Dolphins. But there #39;s a catch -- a little something about a positive drug test.","ricky Williams Seeks Return with whales _ earth. october, 2004 - jeff Williams is searching to make a rehabilitation with the dolphins Dolphins. But there #number;s a finding -- a small something about a good marijuana testing.",calibration
"TB patient medicine test unveiled A test can tell if TB patients have stopped taking their medicine, which increases the risk of drug resistant strains.","TB patient medicine test unveiled A test can tell if TB patients have stopped taking their medications, which increases the risk of drug resistant complications.",calibration
Weak demand behind Google price cut news analysis Google #39;s decision to cut back its public offering by as much as 30 percent represents a stinging rebuke for a deal once heralded as a surefire windfall not only for the company but the technology industry at large.,Weak demand behind Google price cut news analysis youtube #s;s decision to cut back its public offering by as much as 30 percent represents a stinging rebuke for a deal once heralded as a surefire windfall not only for the company but the technology industry at large.,calibration
"Four Indonesian political parties form National Coalition JAKARTA Aug 19 - Four Indonesian political parties - Golkar, Indonesian Democratic Party-Struggle (PDIP), United Development Party (PPP) and Peace and Prosperity Party (PDS) - declared a national coalition on Thursday in their bid to form a good ...","Four dutch political parties sign trade declaration 1 aug 19 - Four jakarta political parties - Golkar, jakarta development Party-Struggle (PDIP), the Development Party (PPP) and Peace and economic Party (PDS) - declared a trade coalition on Thursday in their attempt to form a good ...",calibration
"Rumsfeld warns on spy shake-up US Defence Secretary Donald Rumsfeld urges caution on US intelligence reform, saying it could create new barriers.","Rumsfeld warns on us shake-up US Defence Secretary Donald Rumsfeld urges caution on US financial reform, stating it could create new frontiers.",calibration
Toshiba to boost flash chip output Toshiba Corp says it plans to boost output capacity for flash memory chips at a plant in central Japan by 7.5 percent to meet robust demand from digital camera and mobile phone makers.,Toshiba to boost in chip output Toshiba Corp says it plans to boost output capacity for flash memory chips at a plant in central Japan by 7.5 percent to meet robust demand from digital camera and mobile phone makers.,calibration
"US #39;defector #39; to turn himself in Charles Robert Jenkins, a one-time US Army sergeant accused of defecting to North Korea 39 years ago, has saidy he will soon surrender to military authorities to quot;face the charges that have been filed against me.","US #39;defector #39; to turn himself in Charles a Jenkins, a one-time US Army private charges of defecting to the ah 39 years ago, has saidy he will soon return to field duty to quot;stand the charged that have been filed against me.",calibration
"Malaysia Maxis, Siemens Sign 3G Technology Deal KUALA LUMPUR (Dow Jones)--Maxis Communications Bhd. Monday signed an agreement for Siemens Mobile Networks, Asia Pacific to provide third-generation, or 3G, technology for the Malaysian mobile phone operator over the next three years.","malaya Maxis, Siemens signed 3G a Deal KUALA LUMPUR (Dow Jones)--Maxis Communications Bhd. Monday signed an agreement for Siemens Mobile Networks, Asia Pacific to provide third-generation, or 3G, technology for the Malaysian mobile phone operator over the next three years.",calibration
"Bomb Defused in Sardinia After Berlusoni and Blair Visited OME, Aug. 18 The police defused a bomb today in Porto Rotondo, Sardinia, the same town where Prime Minister Silvio Berlusconi had entertained British Prime Minister Tony Blair and his wife Cherie ...","Bomb Defused in jersey After Berlusoni and che Visited OME, sep. and The police defused a bomb today in Porto Rotondo, Sardinia, the same town where pep Minister pep Berlusconi had entertained the g of russell cbe and his sister Cherie ...",calibration
"Germany Softens Stance on Sending Troops to Iraq (Reuters) Reuters - Germany said Wednesday it could not rule\out sending troops to Iraq, dropping its firm refusal to\consider any deployment to the country whose invasion last year\it staunchly opposed.","Germany Softens Stance on Sending Troops to mesopotamia (Reuters) Reuters - germany said Wednesday it could not rule\out sending for to mesopotamia, dropping its firm refuses to\consider any withdrawal to the country whose conquest the fall\it staunchly refused.",calibration
"Microsoft to Preview New Search Engine Microsoft Corp., stepping up its efforts to compete with rival Google Inc., will offer consumers a preview of its technology for searching the Internet, beginning Thursday.","Microsoft to premiere New Search engine Microsoft Corp., stepping up its efforts to compete with rival Google capital., will make you a forecast of its power for searching the Internet, beginning Thursday.",calibration
"A Look at U.S. Military Deaths in Iraq (AP) AP - As of Saturday, Nov. 20, 2004, at least 1,221 members of the U.S. military have died since the beginning of the Iraq war in March 2003, according to an Associated Press count. At least 946 died as a result of hostile action, the Defense Department said as of Friday. The figures include three military civilians.","A Look at U.S. Military Deaths in 2004 (AP) AP - As of Saturday, Nov. 20, 2004, at least 1,221 members of the U.S. military have died since the beginning of the hall war in March 2003, according to an Associated star count. At approximately 946 die as a result of military action, the Defense dod stated as of today. this data represent 3 retired mia.",calibration
"Scientists search for more human species SYDNEY - Following the spectacular discovery of a new species of human on the remote island of Flores in Indonesia, scientists said yesterday they expect to discover more species of hominoids on neighbouring islands.","a search for more human in SYDNEY - followed the spectacular discovery of a new species of human on the remote island of Flores in Indonesia, doctors said yesterday they expect to finding more species of hominoids on surrounding reefs.",calibration
Online attack puts 1.4 million records at risk Time to call the credit bureaus? Almost 1.4 million records containing the personal information of Californians likely stolen.,in attack puts 1.4 million records at risk Time to call the credit bureaus? Almost 1.4 million records containing the personal information of Californians likely stolen.,calibration
"Voters stick with ruling party BOTSWANA #39;S ruling party had won a majority of seats in parliamentary elections, handing President Festus Mogae a second and final term in office, election officials said today.","Voters stick with ruling party BOTSWANA #39;S local team had won a lot of seats in legislature elections, and governor Festus Mogae a second and past year in office, this officials stated today.",calibration
"Sweet dreams are made of this ... have we solved the Freudian ... Sigmund Freud may have been right all along. Dreams really could be our unconscious minds giving us a glimpse of our deepest, darkest desires.","Sweet days are making of this ... have we proven the Freudian ... Sigmund relativity if have been here all along. fantasy really if be our collective minds giving us a preview of our ultimate, darkest goals.",calibration
"Skepticism warranted on Iran #39;s nuclear pact Iran has agreed to a plan by the UN #39;s atomic agency, saying it will halt uranium enrichment work. But the world must remain vigilant about that nation #39;s plans.","Skepticism warranted on Iran #39;s nuclear treaty Iran has agreed to a plan by the une #39;s isotope agency, saying it will stop neutron enrichment work. But the universe must remain vigilant about that time #38;s ideas.",calibration
"Washington Mayor: Baseball Deal Near Dead Washington, DC, Mayor Anthony Williams on Wednesday said the deal to bring Major League Baseball back to the US capital was close to dead after the city council changed the plan to require private financing.","Washington Mayor: Baseball Deal Near fallen capital, pr, Mayor tony miller on deadline says the way to take real baseball Baseball back to the national ball was close to smooth after the neighborhood council changed the plan to allow community financing.",calibration
"Microsoft To Spoil Google amp; Yahoo #39;s Search Party With the announcement of its new search engine, Microsoft is all geared to spoil the search engine party of Google and Yahoo. The software giant today released a beta version of its new MSN search service, claiming","Microsoft To end Google amp; you #39;s Search parties With the news of its new search engine, Microsoft is all geared to spoil the search top party of microsoft and it. america that giant today issued a preliminary version of its next MSN search product, saying",calibration
"GOP Must Decide Fate of Hurricanes Bill (AP) AP - Top congressional Republicans must decide the fate of a #36;14 billion package for victims of hurricanes and drought, with the approach of Election Day leaving both parties in particularly generous moods.","GOP Must Decide Fate of Hurricanes Bill (app) ap - Top congressional Republicans must decide the fate of a #36;14 billion package for victims of cyclones and drought, with the approach of Election Day leaving both parties in particularly generous moods.",calibration
Parry wins butterfly bronze Stephen Parry comes a brilliant third behind Michael Phelps in the men's 200m butterfly.,a wins butterfly medals Stephen Parry comes a brilliant third behind Michael Phelps in the men's 200m butterfly.,calibration
"Senate Confirms Adelstein for FCC Term (AP) AP - Jonathan Adelstein, a former staffer for outgoing Senate minority leader Tom Daschle, was approved for a full term on the Federal Communications Commission in a Senate vote early Sunday.","Senate Confirms Adelstein for FCC Term (AP) AP - Jonathan Adelstein, a former staffer for outgoing Senate minority leader Tom Daschle, was approved for a full term on the commercial Communications committee in a Senate vote early Sunday.",calibration
Inaugural Speeches Often Don't Inspire (AP) AP - Ask not why so few inaugural speeches resonate long after they are given.,Inaugural Speeches Often Don't Inspire (ap) ap - reason not why so few inaugural speeches resonate long after they are given.,calibration
PM welcomes Anwar #39;s release OTTAWA -- Prime Minister Paul Martin joined world leaders and Malaysian opposition figures yesterday in welcoming the surprise release of former Malaysian deputy prime minister Anwar Ibrahim after six years in jail.,PM welcomes platform #4;s release OTTAWA -- Prime Minister Paul Martin joined world summit and malaysian opposition politicians our in welcoming the announced arrival of the malaysia deputy first minister sands mohamed after two years in jail.,calibration
"iBasis to offer free calls iBasis Inc. , a Burlington company that has become a major behind-the-scenes wholesale carrier of international phone calls over the Internet for big phone companies like AT amp;T Corp. and Sprint , is launching its first direct consumer service with a splashy promotion: 1 million minutes of free phone calls for the first customers who sign up.","iBasis to offer free calls iBasis Inc. , a in company that has become a major behind-the-scenes wholesale carrier of international phone calls over the Internet for big phone companies like AT amp;T Corp. and Sprint , is launching its first direct consumer service with a splashy promotion: 1 million minutes of free phone calls for the first customers who sign up.",calibration
"STN-LCD maker EDT projects above 130 CSTN capacity growth in 2Q ... Emerging Display Technologies (EDT), specializing in small-to-medium STN/CSTN-LCD panels, will ramp up its monthly capacity for CSTN LCDs from 30,000 units at present to 70,000 in the second quarter of 2005, according to the company.","STN-LCD maker EDT of above 130 CSTN the growth in 2Q ... Emerging Display Technologies (EDT), specializing in small-to-medium STN/CSTN-LCD panels, will triple up its weekly factory for CSTN LCDs from 45,400 unit at today to 67,400 in the second term of 2017, is to the company.",calibration
